Date,Nume_Sectie,Latitudine,Longitudine,PM2.5,CO
12/10/2023,B-23,44.470314,26.0024567,27.21391304,
12/11/2023,B-23,44.470314,26.0024567,37.92869565,
12/12/2023,B-23,44.470314,26.0024567,32.65956522,
12/13/2023,B-23,44.470314,26.0024567,43.21913043,
12/14/2023,B-23,44.470314,26.0024567,48.29130435,
12/15/2023,B-23,44.470314,26.0024567,15.13521739,
12/16/2023,B-23,44.470314,26.0024567,16.79434783,
12/17/2023,B-23,44.470314,26.0024567,33.38782609,
12/18/2023,B-23,44.470314,26.0024567,36.41304348,
12/19/2023,B-23,44.470314,26.0024567,69.85304348,
12/20/2023,B-23,44.470314,26.0024567,83.5326087,
12/21/2023,B-23,44.470314,26.0024567,76.77869565,
12/22/2023,B-23,44.470314,26.0024567,27.89869565,
12/23/2023,B-23,44.470314,26.0024567,9.053478261,
12/24/2023,B-23,44.470314,26.0024567,24.29478261,
12/25/2023,B-23,44.470314,26.0024567,13.69,
12/26/2023,B-23,44.470314,26.0024567,17.48173913,
12/27/2023,B-23,44.470314,26.0024567,36.90217391,
12/28/2023,B-23,44.470314,26.0024567,45.78869565,
12/29/2023,B-23,44.470314,26.0024567,82.56608696,
12/30/2023,B-23,44.470314,26.0024567,63.80565217,
12/31/2023,B-23,44.470314,26.0024567,105.8869565,
1/1/2024,B-23,44.470314,26.0024567,87.49086957,
1/2/2024,B-23,44.470314,26.0024567,48.45782609,
1/3/2024,B-23,44.470314,26.0024567,26.25347826,
1/4/2024,B-23,44.470314,26.0024567,17.57391304,
1/5/2024,B-23,44.470314,26.0024567,30.91826087,
1/6/2024,B-23,44.470314,26.0024567,74.92956522,
1/7/2024,B-23,44.470314,26.0024567,27.51173913,
1/8/2024,B-23,44.470314,26.0024567,10.19434783,
1/9/2024,B-23,44.470314,26.0024567,11.32782609,
1/10/2024,B-23,44.470314,26.0024567,29.93956522,
1/11/2024,B-23,44.470314,26.0024567,36.60782609,
1/12/2024,B-23,44.470314,26.0024567,34.01565217,
1/13/2024,B-23,44.470314,26.0024567,29.52826087,
1/14/2024,B-23,44.470314,26.0024567,29.76130435,
1/15/2024,B-23,44.470314,26.0024567,56.06086957,
1/16/2024,B-23,44.470314,26.0024567,36.0326087,
1/17/2024,B-23,44.470314,26.0024567,37.34217391,
1/18/2024,B-23,44.470314,26.0024567,53.23130435,
1/19/2024,B-23,44.470314,26.0024567,40.43304348,
1/20/2024,B-23,44.470314,26.0024567,16.57217391,
1/21/2024,B-23,44.470314,26.0024567,34.0426087,
1/22/2024,B-23,44.470314,26.0024567,34.43913043,
1/23/2024,B-23,44.470314,26.0024567,27.6926087,
1/24/2024,B-23,44.470314,26.0024567,33.99,
1/25/2024,B-23,44.470314,26.0024567,51.80347826,
1/26/2024,B-23,44.470314,26.0024567,42.6773913,
1/27/2024,B-23,44.470314,26.0024567,78.60956522,
1/28/2024,B-23,44.470314,26.0024567,43.32826087,
1/29/2024,B-23,44.470314,26.0024567,32.49130435,
1/30/2024,B-23,44.470314,26.0024567,34.60826087,
1/31/2024,B-23,44.470314,26.0024567,39.25608696,
2/1/2024,B-23,44.470314,26.0024567,63.0773913,
2/2/2024,B-23,44.470314,26.0024567,70.18,
2/3/2024,B-23,44.470314,26.0024567,44.12,
2/4/2024,B-23,44.470314,26.0024567,31.11478261,
2/5/2024,B-23,44.470314,26.0024567,9.574782609,
2/6/2024,B-23,44.470314,26.0024567,19.81434783,
2/7/2024,B-23,44.470314,26.0024567,22.0226087,
2/8/2024,B-23,44.470314,26.0024567,21.07521739,
2/9/2024,B-23,44.470314,26.0024567,28.45608696,
2/10/2024,B-23,44.470314,26.0024567,52.01782609,
2/11/2024,B-23,44.470314,26.0024567,32.9426087,
2/12/2024,B-23,44.470314,26.0024567,15.09130435,
2/13/2024,B-23,44.470314,26.0024567,16.45347826,
2/14/2024,B-23,44.470314,26.0024567,10.90695652,
2/15/2024,B-23,44.470314,26.0024567,33.96521739,
2/16/2024,B-23,44.470314,26.0024567,23.30391304,
2/17/2024,B-23,44.470314,26.0024567,29.28695652,
2/18/2024,B-23,44.470314,26.0024567,43.72782609,
2/19/2024,B-23,44.470314,26.0024567,17.62695652,
2/20/2024,B-23,44.470314,26.0024567,28.32043478,
2/21/2024,B-23,44.470314,26.0024567,60.72869565,
2/22/2024,B-23,44.470314,26.0024567,54.8873913,
2/23/2024,B-23,44.470314,26.0024567,72.13913043,
2/24/2024,B-23,44.470314,26.0024567,54.73913043,
2/25/2024,B-23,44.470314,26.0024567,49.16478261,
2/26/2024,B-23,44.470314,26.0024567,19.5273913,
2/27/2024,B-23,44.470314,26.0024567,17.51913043,
2/28/2024,B-23,44.470314,26.0024567,17.6026087,
2/29/2024,B-23,44.470314,26.0024567,16.39869565,
3/1/2024,B-23,44.470314,26.0024567,12.96521739,
3/2/2024,B-23,44.470314,26.0024567,17.76478261,
3/3/2024,B-23,44.470314,26.0024567,27.22652174,
3/4/2024,B-23,44.470314,26.0024567,26.10521739,
3/5/2024,B-23,44.470314,26.0024567,16.12434783,
3/6/2024,B-23,44.470314,26.0024567,27.74565217,
3/7/2024,B-23,44.470314,26.0024567,23.6826087,
3/8/2024,B-23,44.470314,26.0024567,26.80565217,
3/9/2024,B-23,44.470314,26.0024567,39.96782609,
3/10/2024,B-23,44.470314,26.0024567,63.94,
3/11/2024,B-23,44.470314,26.0024567,23.74304348,
3/12/2024,B-23,44.470314,26.0024567,14.27434783,
3/13/2024,B-23,44.470314,26.0024567,24.45652174,
3/14/2024,B-23,44.470314,26.0024567,10.02304348,
3/15/2024,B-23,44.470314,26.0024567,29.85130435,
3/16/2024,B-23,44.470314,26.0024567,39.53434783,
3/17/2024,B-23,44.470314,26.0024567,32.34173913,
3/18/2024,B-23,44.470314,26.0024567,21.24304348,
3/19/2024,B-23,44.470314,26.0024567,18.41913043,
3/20/2024,B-23,44.470314,26.0024567,23.48304348,
3/21/2024,B-23,44.470314,26.0024567,10.14391304,
3/22/2024,B-23,44.470314,26.0024567,18.44652174,
3/23/2024,B-23,44.470314,26.0024567,41.14478261,
3/24/2024,B-23,44.470314,26.0024567,28.87173913,
3/25/2024,B-23,44.470314,26.0024567,7.464347826,
3/26/2024,B-23,44.470314,26.0024567,11.6326087,
3/27/2024,B-23,44.470314,26.0024567,10.43521739,
3/28/2024,B-23,44.470314,26.0024567,12.05608696,
3/29/2024,B-23,44.470314,26.0024567,13.32,
3/30/2024,B-23,44.470314,26.0024567,21.49956522,
3/31/2024,B-23,44.470314,26.0024567,18.19,
4/1/2024,B-23,44.470314,26.0024567,28.51956522,
4/2/2024,B-23,44.470314,26.0024567,15.93565217,
4/3/2024,B-23,44.470314,26.0024567,6.203478261,
4/4/2024,B-23,44.470314,26.0024567,15.51173913,
4/5/2024,B-23,44.470314,26.0024567,9.763913043,
4/6/2024,B-23,44.470314,26.0024567,11.51695652,
4/7/2024,B-23,44.470314,26.0024567,8.315217391,
4/8/2024,B-23,44.470314,26.0024567,13.93391304,
4/9/2024,B-23,44.470314,26.0024567,13.0173913,
4/10/2024,B-23,44.470314,26.0024567,12.52434783,
4/11/2024,B-23,44.470314,26.0024567,15.56913043,
4/12/2024,B-23,44.470314,26.0024567,16.9126087,
4/13/2024,B-23,44.470314,26.0024567,12.77173913,
4/14/2024,B-23,44.470314,26.0024567,10.85565217,
4/15/2024,B-23,44.470314,26.0024567,9.307826087,
4/16/2024,B-23,44.470314,26.0024567,12.41782609,
4/17/2024,B-23,44.470314,26.0024567,8.009130435,
4/18/2024,B-23,44.470314,26.0024567,13.05347826,
4/19/2024,B-23,44.470314,26.0024567,7.934347826,
4/20/2024,B-23,44.470314,26.0024567,10.73782609,
4/21/2024,B-23,44.470314,26.0024567,31.16130435,
4/22/2024,B-23,44.470314,26.0024567,9.598695652,
4/23/2024,B-23,44.470314,26.0024567,8.354347826,
4/24/2024,B-23,44.470314,26.0024567,9.909565217,
4/25/2024,B-23,44.470314,26.0024567,12.05173913,
4/26/2024,B-23,44.470314,26.0024567,9.884347826,
4/27/2024,B-23,44.470314,26.0024567,10.2926087,
4/28/2024,B-23,44.470314,26.0024567,14.81173913,
4/29/2024,B-23,44.470314,26.0024567,8.573478261,
4/30/2024,B-23,44.470314,26.0024567,9.280869565,
5/1/2024,B-23,44.470314,26.0024567,4.996956522,
5/2/2024,B-23,44.470314,26.0024567,6.945652174,
5/3/2024,B-23,44.470314,26.0024567,8.566086957,
5/4/2024,B-23,44.470314,26.0024567,11.05608696,
5/5/2024,B-23,44.470314,26.0024567,15.95695652,
5/6/2024,B-23,44.470314,26.0024567,14.4573913,
5/7/2024,B-23,44.470314,26.0024567,10.43130435,
5/8/2024,B-23,44.470314,26.0024567,7.436086957,
5/9/2024,B-23,44.470314,26.0024567,8.47173913,
5/10/2024,B-23,44.470314,26.0024567,7.396956522,
5/11/2024,B-23,44.470314,26.0024567,10.58913043,
5/12/2024,B-23,44.470314,26.0024567,5.441304348,
5/13/2024,B-23,44.470314,26.0024567,5.254782609,
5/14/2024,B-23,44.470314,26.0024567,7.002608696,
5/15/2024,B-23,44.470314,26.0024567,7.022608696,
5/16/2024,B-23,44.470314,26.0024567,6.535454545,
6/22/2023,B-24,44.4071007,26.113142,14.19782609,
6/23/2023,B-24,44.4071007,26.113142,18.22086957,
6/24/2023,B-24,44.4071007,26.113142,13.59565217,
6/25/2023,B-24,44.4071007,26.113142,9.604347826,
6/26/2023,B-24,44.4071007,26.113142,7.829565217,
6/27/2023,B-24,44.4071007,26.113142,9.146086957,
6/28/2023,B-24,44.4071007,26.113142,10.24043478,
6/29/2023,B-24,44.4071007,26.113142,9.41173913,
6/30/2023,B-24,44.4071007,26.113142,7.975217391,
7/1/2023,B-24,44.4071007,26.113142,12.05782609,
7/2/2023,B-24,44.4071007,26.113142,11.75043478,
7/3/2023,B-24,44.4071007,26.113142,13.25347826,
7/4/2023,B-24,44.4071007,26.113142,11.49565217,
7/5/2023,B-24,44.4071007,26.113142,10.56565217,
7/6/2023,B-24,44.4071007,26.113142,9.116956522,
7/7/2023,B-24,44.4071007,26.113142,11.0973913,
7/8/2023,B-24,44.4071007,26.113142,7.460434783,
7/9/2023,B-24,44.4071007,26.113142,8.907391304,
7/10/2023,B-24,44.4071007,26.113142,11.95391304,
7/11/2023,B-24,44.4071007,26.113142,13.86130435,
7/12/2023,B-24,44.4071007,26.113142,13.53043478,
7/13/2023,B-24,44.4071007,26.113142,6.679565217,
7/14/2023,B-24,44.4071007,26.113142,10.69826087,
7/15/2023,B-24,44.4071007,26.113142,9.345652174,
7/16/2023,B-24,44.4071007,26.113142,10.14285714,
7/17/2023,B-24,44.4071007,26.113142,11.30636364,
7/18/2023,B-24,44.4071007,26.113142,11.1725,
7/19/2023,B-24,44.4071007,26.113142,6.17,
7/20/2023,B-24,44.4071007,26.113142,10.26133333,
7/21/2023,B-24,44.4071007,26.113142,10.16217391,
7/22/2023,B-24,44.4071007,26.113142,7.053913043,
7/23/2023,B-24,44.4071007,26.113142,8.067391304,
7/24/2023,B-24,44.4071007,26.113142,9.646086957,
7/25/2023,B-24,44.4071007,26.113142,15.83434783,
7/26/2023,B-24,44.4071007,26.113142,17.57869565,
7/27/2023,B-24,44.4071007,26.113142,6.94,
7/28/2023,B-24,44.4071007,26.113142,9.866956522,
7/29/2023,B-24,44.4071007,26.113142,14.30608696,
7/30/2023,B-24,44.4071007,26.113142,13.78478261,
7/31/2023,B-24,44.4071007,26.113142,9.713478261,
8/1/2023,B-24,44.4071007,26.113142,9.547391304,
8/2/2023,B-24,44.4071007,26.113142,11.47347826,
8/3/2023,B-24,44.4071007,26.113142,13.4126087,
8/4/2023,B-24,44.4071007,26.113142,14.91434783,
8/5/2023,B-24,44.4071007,26.113142,10.17347826,
8/6/2023,B-24,44.4071007,26.113142,11.74304348,
8/7/2023,B-24,44.4071007,26.113142,4.040869565,
8/8/2023,B-24,44.4071007,26.113142,5.454347826,
8/9/2023,B-24,44.4071007,26.113142,6.225217391,
8/10/2023,B-24,44.4071007,26.113142,7.349130435,
8/11/2023,B-24,44.4071007,26.113142,8.777391304,
8/12/2023,B-24,44.4071007,26.113142,9.474782609,
8/13/2023,B-24,44.4071007,26.113142,9.851304348,
8/14/2023,B-24,44.4071007,26.113142,9.481304348,
8/15/2023,B-24,44.4071007,26.113142,13.56434783,
8/16/2023,B-24,44.4071007,26.113142,12.14869565,
8/17/2023,B-24,44.4071007,26.113142,12.15956522,
8/18/2023,B-24,44.4071007,26.113142,14.8426087,
8/19/2023,B-24,44.4071007,26.113142,12.43565217,
8/20/2023,B-24,44.4071007,26.113142,13.70652174,
8/21/2023,B-24,44.4071007,26.113142,13.37130435,
8/22/2023,B-24,44.4071007,26.113142,17.20608696,
8/23/2023,B-24,44.4071007,26.113142,14.38652174,
8/24/2023,B-24,44.4071007,26.113142,12.01043478,
8/25/2023,B-24,44.4071007,26.113142,12.54478261,
8/26/2023,B-24,44.4071007,26.113142,15.57695652,
8/27/2023,B-24,44.4071007,26.113142,9.571304348,
8/28/2023,B-24,44.4071007,26.113142,11.17086957,
8/29/2023,B-24,44.4071007,26.113142,12.95,
8/30/2023,B-24,44.4071007,26.113142,13.02782609,
8/31/2023,B-24,44.4071007,26.113142,8.520869565,
9/1/2023,B-24,44.4071007,26.113142,11.06285714,
9/2/2023,B-24,44.4071007,26.113142,8.79,
9/3/2023,B-24,44.4071007,26.113142,9.707391304,
9/4/2023,B-24,44.4071007,26.113142,5.95173913,
9/5/2023,B-24,44.4071007,26.113142,8.633043478,
9/6/2023,B-24,44.4071007,26.113142,7.231304348,
9/7/2023,B-24,44.4071007,26.113142,8.596086957,
9/8/2023,B-24,44.4071007,26.113142,7.997826087,
9/9/2023,B-24,44.4071007,26.113142,8.45,
9/10/2023,B-24,44.4071007,26.113142,7.829130435,
9/11/2023,B-24,44.4071007,26.113142,8.100434783,
9/12/2023,B-24,44.4071007,26.113142,12.23173913,
9/13/2023,B-24,44.4071007,26.113142,11.97478261,
9/14/2023,B-24,44.4071007,26.113142,13.05173913,
9/15/2023,B-24,44.4071007,26.113142,17.40304348,
9/16/2023,B-24,44.4071007,26.113142,11.61347826,
9/17/2023,B-24,44.4071007,26.113142,10.96,
9/18/2023,B-24,44.4071007,26.113142,10.16043478,
9/19/2023,B-24,44.4071007,26.113142,10.39347826,
9/20/2023,B-24,44.4071007,26.113142,11.85695652,
9/21/2023,B-24,44.4071007,26.113142,14.8073913,
9/22/2023,B-24,44.4071007,26.113142,13.39391304,
9/23/2023,B-24,44.4071007,26.113142,15.09391304,
9/24/2023,B-24,44.4071007,26.113142,9.285652174,
9/25/2023,B-24,44.4071007,26.113142,10.12565217,
9/26/2023,B-24,44.4071007,26.113142,10.14086957,
9/27/2023,B-24,44.4071007,26.113142,9.327826087,
9/28/2023,B-24,44.4071007,26.113142,9.136521739,
9/29/2023,B-24,44.4071007,26.113142,10.95521739,
9/30/2023,B-24,44.4071007,26.113142,13.89782609,
10/1/2023,B-24,44.4071007,26.113142,14.50130435,
10/2/2023,B-24,44.4071007,26.113142,7.616956522,
10/3/2023,B-24,44.4071007,26.113142,12.04652174,
10/4/2023,B-24,44.4071007,26.113142,14.72043478,
10/5/2023,B-24,44.4071007,26.113142,9.333913043,
10/6/2023,B-24,44.4071007,26.113142,11.80956522,
10/7/2023,B-24,44.4071007,26.113142,12.21695652,
10/8/2023,B-24,44.4071007,26.113142,8.76,
10/9/2023,B-24,44.4071007,26.113142,3.973478261,
10/10/2023,B-24,44.4071007,26.113142,6.795217391,
10/11/2023,B-24,44.4071007,26.113142,9.247391304,
10/12/2023,B-24,44.4071007,26.113142,12.37043478,
10/13/2023,B-24,44.4071007,26.113142,15.84043478,
10/14/2023,B-24,44.4071007,26.113142,26.38217391,
10/15/2023,B-24,44.4071007,26.113142,19.00565217,
10/16/2023,B-24,44.4071007,26.113142,5.967826087,
10/17/2023,B-24,44.4071007,26.113142,9.133043478,
10/18/2023,B-24,44.4071007,26.113142,9.356521739,
10/19/2023,B-24,44.4071007,26.113142,18.13217391,
10/20/2023,B-24,44.4071007,26.113142,20.46782609,
10/21/2023,B-24,44.4071007,26.113142,26.32,
10/22/2023,B-24,44.4071007,26.113142,19.42217391,
10/23/2023,B-24,44.4071007,26.113142,16.99130435,
10/24/2023,B-24,44.4071007,26.113142,15.12782609,
10/25/2023,B-24,44.4071007,26.113142,18.42130435,
10/26/2023,B-24,44.4071007,26.113142,10.12826087,
10/27/2023,B-24,44.4071007,26.113142,14.07869565,
10/28/2023,B-24,44.4071007,26.113142,7.699130435,
10/29/2023,B-24,44.4071007,26.113142,11.68217391,
10/30/2023,B-24,44.4071007,26.113142,17.96826087,
10/31/2023,B-24,44.4071007,26.113142,21.62434783,
11/1/2023,B-24,44.4071007,26.113142,13.30478261,
11/2/2023,B-24,44.4071007,26.113142,9.704782609,
11/3/2023,B-24,44.4071007,26.113142,12.25521739,
11/4/2023,B-24,44.4071007,26.113142,11.66086957,
11/5/2023,B-24,44.4071007,26.113142,11.70217391,
11/6/2023,B-24,44.4071007,26.113142,4.773478261,
11/7/2023,B-24,44.4071007,26.113142,12.94565217,
11/8/2023,B-24,44.4071007,26.113142,20.8726087,
11/9/2023,B-24,44.4071007,26.113142,10.83434783,
11/10/2023,B-24,44.4071007,26.113142,18.11521739,
11/11/2023,B-24,44.4071007,26.113142,12.3726087,
11/12/2023,B-24,44.4071007,26.113142,5.493478261,
11/13/2023,B-24,44.4071007,26.113142,17.18913043,
11/14/2023,B-24,44.4071007,26.113142,18.82304348,
11/15/2023,B-24,44.4071007,26.113142,9.436956522,
11/16/2023,B-24,44.4071007,26.113142,6.827826087,
11/17/2023,B-24,44.4071007,26.113142,16.56565217,
11/18/2023,B-24,44.4071007,26.113142,13.58913043,
11/19/2023,B-24,44.4071007,26.113142,7.846956522,
11/20/2023,B-24,44.4071007,26.113142,21.68217391,
11/21/2023,B-24,44.4071007,26.113142,24.00043478,
11/22/2023,B-24,44.4071007,26.113142,19.60217391,
11/23/2023,B-24,44.4071007,26.113142,18.31043478,
11/24/2023,B-24,44.4071007,26.113142,12.58,
11/25/2023,B-24,44.4071007,26.113142,8.006521739,
11/26/2023,B-24,44.4071007,26.113142,5.576086957,
11/27/2023,B-24,44.4071007,26.113142,7.533913043,
11/28/2023,B-24,44.4071007,26.113142,15.25826087,
11/29/2023,B-24,44.4071007,26.113142,12.18869565,
11/30/2023,B-24,44.4071007,26.113142,26.10608696,
12/1/2023,B-24,44.4071007,26.113142,39.25913043,
12/2/2023,B-24,44.4071007,26.113142,60.06043478,
12/3/2023,B-24,44.4071007,26.113142,21.87217391,
12/4/2023,B-24,44.4071007,26.113142,17.30130435,
12/5/2023,B-24,44.4071007,26.113142,25.46347826,
12/6/2023,B-24,44.4071007,26.113142,13.0226087,
12/7/2023,B-24,44.4071007,26.113142,12.90521739,
12/8/2023,B-24,44.4071007,26.113142,24.07304348,
12/9/2023,B-24,44.4071007,26.113142,22.90304348,
12/10/2023,B-24,44.4071007,26.113142,19.32782609,
12/11/2023,B-24,44.4071007,26.113142,22.3273913,
12/12/2023,B-24,44.4071007,26.113142,26.31130435,
12/13/2023,B-24,44.4071007,26.113142,34.27304348,
12/14/2023,B-24,44.4071007,26.113142,35.31173913,
12/15/2023,B-24,44.4071007,26.113142,13.04130435,
12/16/2023,B-24,44.4071007,26.113142,11.01391304,
12/17/2023,B-24,44.4071007,26.113142,23.97521739,
12/18/2023,B-24,44.4071007,26.113142,27.37434783,
12/19/2023,B-24,44.4071007,26.113142,38.82347826,
12/20/2023,B-24,44.4071007,26.113142,63.78565217,
12/21/2023,B-24,44.4071007,26.113142,50.10478261,
12/22/2023,B-24,44.4071007,26.113142,19.90826087,
12/23/2023,B-24,44.4071007,26.113142,4.033478261,
12/24/2023,B-24,44.4071007,26.113142,9.602173913,
12/25/2023,B-24,44.4071007,26.113142,9.832173913,
12/26/2023,B-24,44.4071007,26.113142,13.70478261,
12/27/2023,B-24,44.4071007,26.113142,18.02086957,
12/28/2023,B-24,44.4071007,26.113142,32.32608696,
12/29/2023,B-24,44.4071007,26.113142,47.78782609,
12/30/2023,B-24,44.4071007,26.113142,38.63130435,
12/31/2023,B-24,44.4071007,26.113142,58.53565217,
1/1/2024,B-24,44.4071007,26.113142,75.36217391,
1/2/2024,B-24,44.4071007,26.113142,26.52478261,
1/3/2024,B-24,44.4071007,26.113142,16.09666667,
1/4/2024,B-24,44.4071007,26.113142,11.33666667,
1/5/2024,B-24,44.4071007,26.113142,12.77869565,
1/6/2024,B-24,44.4071007,26.113142,37.55869565,
1/7/2024,B-24,44.4071007,26.113142,22.52869565,
1/8/2024,B-24,44.4071007,26.113142,7.689565217,
1/9/2024,B-24,44.4071007,26.113142,8.709565217,
1/10/2024,B-24,44.4071007,26.113142,19.88956522,
1/11/2024,B-24,44.4071007,26.113142,28.24869565,
1/12/2024,B-24,44.4071007,26.113142,25.51913043,
1/13/2024,B-24,44.4071007,26.113142,20.00652174,
1/14/2024,B-24,44.4071007,26.113142,20.26956522,
1/15/2024,B-24,44.4071007,26.113142,19.05086957,
1/16/2024,B-24,44.4071007,26.113142,23.08782609,
1/17/2024,B-24,44.4071007,26.113142,26.72478261,
1/18/2024,B-24,44.4071007,26.113142,35.63782609,
1/19/2024,B-24,44.4071007,26.113142,36.72391304,
1/20/2024,B-24,44.4071007,26.113142,11.81608696,
1/21/2024,B-24,44.4071007,26.113142,17.4473913,
1/22/2024,B-24,44.4071007,26.113142,28.44565217,
1/23/2024,B-24,44.4071007,26.113142,24.83652174,
1/24/2024,B-24,44.4071007,26.113142,18.97857143,
1/25/2024,B-24,44.4071007,26.113142,38.69,
1/26/2024,B-24,44.4071007,26.113142,20.61391304,
1/27/2024,B-24,44.4071007,26.113142,49.63434783,
1/28/2024,B-24,44.4071007,26.113142,24.18347826,
1/29/2024,B-24,44.4071007,26.113142,15.25434783,
1/30/2024,B-24,44.4071007,26.113142,20.48173913,
1/31/2024,B-24,44.4071007,26.113142,27.96695652,
2/1/2024,B-24,44.4071007,26.113142,44.36043478,
2/2/2024,B-24,44.4071007,26.113142,45.39130435,
2/3/2024,B-24,44.4071007,26.113142,31.18869565,
2/4/2024,B-24,44.4071007,26.113142,20.83652174,
2/5/2024,B-24,44.4071007,26.113142,8.267391304,
2/6/2024,B-24,44.4071007,26.113142,12.2,
2/7/2024,B-24,44.4071007,26.113142,18.69173913,
2/8/2024,B-24,44.4071007,26.113142,14.4973913,
2/9/2024,B-24,44.4071007,26.113142,20.54130435,
2/10/2024,B-24,44.4071007,26.113142,31.7173913,
2/11/2024,B-24,44.4071007,26.113142,14.49869565,
2/12/2024,B-24,44.4071007,26.113142,8.915217391,
2/13/2024,B-24,44.4071007,26.113142,12.13652174,
2/14/2024,B-24,44.4071007,26.113142,8.159130435,
2/15/2024,B-24,44.4071007,26.113142,12.90608696,
2/16/2024,B-24,44.4071007,26.113142,14.67434783,
2/17/2024,B-24,44.4071007,26.113142,21.7126087,
2/18/2024,B-24,44.4071007,26.113142,33.71043478,
2/19/2024,B-24,44.4071007,26.113142,10.86478261,
2/20/2024,B-24,44.4071007,26.113142,20.39782609,
2/21/2024,B-24,44.4071007,26.113142,29.02086957,
2/22/2024,B-24,44.4071007,26.113142,22.88347826,
2/23/2024,B-24,44.4071007,26.113142,33.52565217,
2/24/2024,B-24,44.4071007,26.113142,32.87956522,
2/25/2024,B-24,44.4071007,26.113142,36.23434783,
2/26/2024,B-24,44.4071007,26.113142,18.62652174,
2/27/2024,B-24,44.4071007,26.113142,9.973913043,
2/28/2024,B-24,44.4071007,26.113142,14.33478261,
2/29/2024,B-24,44.4071007,26.113142,15.09608696,
3/1/2024,B-24,44.4071007,26.113142,11.70391304,
3/2/2024,B-24,44.4071007,26.113142,16.60086957,
3/3/2024,B-24,44.4071007,26.113142,23.00826087,
3/4/2024,B-24,44.4071007,26.113142,19.81217391,
3/5/2024,B-24,44.4071007,26.113142,15.55086957,
3/6/2024,B-24,44.4071007,26.113142,24.34043478,
3/7/2024,B-24,44.4071007,26.113142,22.31652174,
3/8/2024,B-24,44.4071007,26.113142,25.21,
3/9/2024,B-24,44.4071007,26.113142,29.75086957,
3/10/2024,B-24,44.4071007,26.113142,33.51086957,
3/11/2024,B-24,44.4071007,26.113142,20.44130435,
3/12/2024,B-24,44.4071007,26.113142,12.51913043,
3/13/2024,B-24,44.4071007,26.113142,15.61,
3/14/2024,B-24,44.4071007,26.113142,8.01,
3/15/2024,B-24,44.4071007,26.113142,24.18913043,
3/16/2024,B-24,44.4071007,26.113142,24.40652174,
3/17/2024,B-24,44.4071007,26.113142,22.24217391,
3/18/2024,B-24,44.4071007,26.113142,19.62652174,
3/19/2024,B-24,44.4071007,26.113142,11.74565217,
3/20/2024,B-24,44.4071007,26.113142,16.33869565,
3/21/2024,B-24,44.4071007,26.113142,8.186521739,
3/22/2024,B-24,44.4071007,26.113142,13.81173913,
3/23/2024,B-24,44.4071007,26.113142,19.10043478,
3/24/2024,B-24,44.4071007,26.113142,22.05608696,
3/25/2024,B-24,44.4071007,26.113142,4.426521739,
3/26/2024,B-24,44.4071007,26.113142,7.639130435,
3/27/2024,B-24,44.4071007,26.113142,8.192608696,
3/28/2024,B-24,44.4071007,26.113142,8.79,
3/29/2024,B-24,44.4071007,26.113142,7.67173913,
3/30/2024,B-24,44.4071007,26.113142,18.56478261,
3/31/2024,B-24,44.4071007,26.113142,18.37409091,
4/1/2024,B-24,44.4071007,26.113142,19.79391304,
4/2/2024,B-24,44.4071007,26.113142,15.73695652,
4/3/2024,B-24,44.4071007,26.113142,6.300869565,
4/4/2024,B-24,44.4071007,26.113142,7.547826087,
4/5/2024,B-24,44.4071007,26.113142,8.632173913,
4/6/2024,B-24,44.4071007,26.113142,11.0326087,
4/7/2024,B-24,44.4071007,26.113142,7.409130435,
4/8/2024,B-24,44.4071007,26.113142,9.966521739,
4/9/2024,B-24,44.4071007,26.113142,11.23434783,
4/10/2024,B-24,44.4071007,26.113142,11.70086957,
4/11/2024,B-24,44.4071007,26.113142,12.85043478,
4/12/2024,B-24,44.4071007,26.113142,11.67826087,
4/13/2024,B-24,44.4071007,26.113142,12.56478261,
4/14/2024,B-24,44.4071007,26.113142,11.66043478,
4/15/2024,B-24,44.4071007,26.113142,10.12521739,
4/16/2024,B-24,44.4071007,26.113142,12.00913043,
4/17/2024,B-24,44.4071007,26.113142,7.732173913,
4/18/2024,B-24,44.4071007,26.113142,8.115217391,
4/19/2024,B-24,44.4071007,26.113142,8.686956522,
4/20/2024,B-24,44.4071007,26.113142,9.072173913,
4/21/2024,B-24,44.4071007,26.113142,10.31521739,
4/22/2024,B-24,44.4071007,26.113142,8.437391304,
4/23/2024,B-24,44.4071007,26.113142,8.370434783,
4/24/2024,B-24,44.4071007,26.113142,8.332173913,
4/25/2024,B-24,44.4071007,26.113142,10.40913043,
4/26/2024,B-24,44.4071007,26.113142,11.07391304,
4/27/2024,B-24,44.4071007,26.113142,9.049130435,
4/28/2024,B-24,44.4071007,26.113142,10.69434783,
4/29/2024,B-24,44.4071007,26.113142,9.059565217,
4/30/2024,B-24,44.4071007,26.113142,8.535217391,
5/1/2024,B-24,44.4071007,26.113142,4.656086957,
5/2/2024,B-24,44.4071007,26.113142,6.24,
5/3/2024,B-24,44.4071007,26.113142,8.057391304,
5/4/2024,B-24,44.4071007,26.113142,9.902608696,
5/5/2024,B-24,44.4071007,26.113142,10.5973913,
5/6/2024,B-24,44.4071007,26.113142,9.666521739,
5/7/2024,B-24,44.4071007,26.113142,10.79478261,
5/8/2024,B-24,44.4071007,26.113142,7.788695652,
5/9/2024,B-24,44.4071007,26.113142,7.631304348,
5/10/2024,B-24,44.4071007,26.113142,9.114782609,
