Date,Nume_Sectie,Latitudine,Longitudine,PM2.5,CO
3/15/2024,B-13,44.4507599,26.1302986,25.77,
3/16/2024,B-13,44.4507599,26.1302986,27.26,
3/17/2024,B-13,44.4507599,26.1302986,23.82,
3/18/2024,B-13,44.4507599,26.1302986,20.16,
3/19/2024,B-13,44.4507599,26.1302986,11.83,
3/20/2024,B-13,44.4507599,26.1302986,16.03,
3/21/2024,B-13,44.4507599,26.1302986,9.02,
3/22/2024,B-13,44.4507599,26.1302986,15.21,
3/23/2024,B-13,44.4507599,26.1302986,18.13,
3/24/2024,B-13,44.4507599,26.1302986,17.42,
3/25/2024,B-13,44.4507599,26.1302986,5.3,
3/26/2024,B-13,44.4507599,26.1302986,9.36,
3/27/2024,B-13,44.4507599,26.1302986,9.25,
3/28/2024,B-13,44.4507599,26.1302986,9.48,
3/29/2024,B-13,44.4507599,26.1302986,6.56,
3/30/2024,B-13,44.4507599,26.1302986,15.22,
3/31/2024,B-13,44.4507599,26.1302986,17.29,
4/1/2024,B-13,44.4507599,26.1302986,24.05,
4/2/2024,B-13,44.4507599,26.1302986,15.08,
4/3/2024,B-13,44.4507599,26.1302986,5.1,
4/4/2024,B-13,44.4507599,26.1302986,7.42,
4/5/2024,B-13,44.4507599,26.1302986,8.45,
4/6/2024,B-13,44.4507599,26.1302986,10.43,
4/7/2024,B-13,44.4507599,26.1302986,6.82,
4/8/2024,B-13,44.4507599,26.1302986,9.78,
4/9/2024,B-13,44.4507599,26.1302986,9.98,
4/10/2024,B-13,44.4507599,26.1302986,10.2,
4/11/2024,B-13,44.4507599,26.1302986,14.42,
4/12/2024,B-13,44.4507599,26.1302986,12.55,
4/13/2024,B-13,44.4507599,26.1302986,11.97,
4/14/2024,B-13,44.4507599,26.1302986,11.13,
4/15/2024,B-13,44.4507599,26.1302986,10.24,
4/16/2024,B-13,44.4507599,26.1302986,12.74,
4/17/2024,B-13,44.4507599,26.1302986,8.79,
4/18/2024,B-13,44.4507599,26.1302986,9.29,
4/19/2024,B-13,44.4507599,26.1302986,9.37,
4/20/2024,B-13,44.4507599,26.1302986,9.63,
4/21/2024,B-13,44.4507599,26.1302986,11.19,
4/22/2024,B-13,44.4507599,26.1302986,9.89,
4/23/2024,B-13,44.4507599,26.1302986,8.93,
4/24/2024,B-13,44.4507599,26.1302986,10.12,
4/25/2024,B-13,44.4507599,26.1302986,10.46,
4/26/2024,B-13,44.4507599,26.1302986,10.2,
4/27/2024,B-13,44.4507599,26.1302986,9.76,
4/28/2024,B-13,44.4507599,26.1302986,12.02,
4/29/2024,B-13,44.4507599,26.1302986,8.58,
4/30/2024,B-13,44.4507599,26.1302986,9.2,
5/1/2024,B-13,44.4507599,26.1302986,6.42,
5/2/2024,B-13,44.4507599,26.1302986,8.18,
5/3/2024,B-13,44.4507599,26.1302986,9.96,
5/4/2024,B-13,44.4507599,26.1302986,10.88,
5/5/2024,B-13,44.4507599,26.1302986,11.04,
5/6/2024,B-13,44.4507599,26.1302986,10.26,
5/7/2024,B-13,44.4507599,26.1302986,10.91,
5/8/2024,B-13,44.4507599,26.1302986,8.35,
5/9/2024,B-13,44.4507599,26.1302986,8.23,
5/10/2024,B-13,44.4507599,26.1302986,8.28,
5/11/2024,B-13,44.4507599,26.1302986,9.55,
5/12/2024,B-13,44.4507599,26.1302986,6.52,
5/13/2024,B-13,44.4507599,26.1302986,6.25,
5/14/2024,B-13,44.4507599,26.1302986,7.39,
5/15/2024,B-13,44.4507599,26.1302986,7.84,
5/16/2024,B-13,44.4507599,26.1302986,8.1,
6/22/2023,B-14,44.4461823,26.066267,17.23,
6/23/2023,B-14,44.4461823,26.066267,22.12,
6/24/2023,B-14,44.4461823,26.066267,16.48,
6/25/2023,B-14,44.4461823,26.066267,11.52,
6/26/2023,B-14,44.4461823,26.066267,11.13,
6/27/2023,B-14,44.4461823,26.066267,11.91,
6/28/2023,B-14,44.4461823,26.066267,11.07,
6/29/2023,B-14,44.4461823,26.066267,11.74,
6/30/2023,B-14,44.4461823,26.066267,10.37,
7/1/2023,B-14,44.4461823,26.066267,14.52,
7/2/2023,B-14,44.4461823,26.066267,14.25,
7/3/2023,B-14,44.4461823,26.066267,15.84,
7/4/2023,B-14,44.4461823,26.066267,16.59,
7/5/2023,B-14,44.4461823,26.066267,14.33,
7/6/2023,B-14,44.4461823,26.066267,17.91,
7/7/2023,B-14,44.4461823,26.066267,14.24,
7/8/2023,B-14,44.4461823,26.066267,8.62,
7/9/2023,B-14,44.4461823,26.066267,10.13,
7/10/2023,B-14,44.4461823,26.066267,15.77,
7/11/2023,B-14,44.4461823,26.066267,20.1,
7/12/2023,B-14,44.4461823,26.066267,19.46,
7/13/2023,B-14,44.4461823,26.066267,24.19,
7/14/2023,B-14,44.4461823,26.066267,13.76,
7/15/2023,B-14,44.4461823,26.066267,10.32,
7/16/2023,B-14,44.4461823,26.066267,11.06,
7/17/2023,B-14,44.4461823,26.066267,15.53,
7/18/2023,B-14,44.4461823,26.066267,14.21,
7/19/2023,B-14,44.4461823,26.066267,14.03,
7/20/2023,B-14,44.4461823,26.066267,14.51,
7/21/2023,B-14,44.4461823,26.066267,11.58,
7/22/2023,B-14,44.4461823,26.066267,8.02,
7/23/2023,B-14,44.4461823,26.066267,8.11,
7/24/2023,B-14,44.4461823,26.066267,10.96,
7/25/2023,B-14,44.4461823,26.066267,19.21,
7/26/2023,B-14,44.4461823,26.066267,21.69,
7/27/2023,B-14,44.4461823,26.066267,7.05,
7/28/2023,B-14,44.4461823,26.066267,7.77,
7/29/2023,B-14,44.4461823,26.066267,11.11,
7/30/2023,B-14,44.4461823,26.066267,12.28,
7/31/2023,B-14,44.4461823,26.066267,10.36,
8/1/2023,B-14,44.4461823,26.066267,9.43,
8/2/2023,B-14,44.4461823,26.066267,12.17,
8/3/2023,B-14,44.4461823,26.066267,13.68,
8/4/2023,B-14,44.4461823,26.066267,16.82,
8/5/2023,B-14,44.4461823,26.066267,11.47,
8/6/2023,B-14,44.4461823,26.066267,12.78,
8/7/2023,B-14,44.4461823,26.066267,5.18,
8/8/2023,B-14,44.4461823,26.066267,5.99,
8/9/2023,B-14,44.4461823,26.066267,6.19,
8/10/2023,B-14,44.4461823,26.066267,7.83,
8/11/2023,B-14,44.4461823,26.066267,8.78,
8/12/2023,B-14,44.4461823,26.066267,10.18,
8/13/2023,B-14,44.4461823,26.066267,10.47,
8/14/2023,B-14,44.4461823,26.066267,10.51,
8/15/2023,B-14,44.4461823,26.066267,14.96,
8/16/2023,B-14,44.4461823,26.066267,13.83,
8/17/2023,B-14,44.4461823,26.066267,13.28,
8/18/2023,B-14,44.4461823,26.066267,16.98,
8/19/2023,B-14,44.4461823,26.066267,13.9,
8/20/2023,B-14,44.4461823,26.066267,14.69,
8/21/2023,B-14,44.4461823,26.066267,15.3,
8/22/2023,B-14,44.4461823,26.066267,19.71,
8/23/2023,B-14,44.4461823,26.066267,16.6,
8/24/2023,B-14,44.4461823,26.066267,13.07,
8/25/2023,B-14,44.4461823,26.066267,15.5,
8/26/2023,B-14,44.4461823,26.066267,17.47,
8/27/2023,B-14,44.4461823,26.066267,11.09,
8/28/2023,B-14,44.4461823,26.066267,13.61,
8/29/2023,B-14,44.4461823,26.066267,15.2,
8/30/2023,B-14,44.4461823,26.066267,14.56,
8/31/2023,B-14,44.4461823,26.066267,9.71,
9/1/2023,B-14,44.4461823,26.066267,10.75,
9/2/2023,B-14,44.4461823,26.066267,9.51,
9/3/2023,B-14,44.4461823,26.066267,9.7,
9/4/2023,B-14,44.4461823,26.066267,6.49,
9/5/2023,B-14,44.4461823,26.066267,9.22,
9/6/2023,B-14,44.4461823,26.066267,8.45,
9/7/2023,B-14,44.4461823,26.066267,9.62,
9/8/2023,B-14,44.4461823,26.066267,8.93,
9/9/2023,B-14,44.4461823,26.066267,9.51,
9/10/2023,B-14,44.4461823,26.066267,9.37,
9/11/2023,B-14,44.4461823,26.066267,9.89,
9/12/2023,B-14,44.4461823,26.066267,14.74,
9/13/2023,B-14,44.4461823,26.066267,16.27,
9/14/2023,B-14,44.4461823,26.066267,18.23,
9/15/2023,B-14,44.4461823,26.066267,18.81,
9/16/2023,B-14,44.4461823,26.066267,11.71,
9/17/2023,B-14,44.4461823,26.066267,11.49,
9/18/2023,B-14,44.4461823,26.066267,10.95,
9/19/2023,B-14,44.4461823,26.066267,11.02,
9/20/2023,B-14,44.4461823,26.066267,13.56,
9/21/2023,B-14,44.4461823,26.066267,16.38,
9/22/2023,B-14,44.4461823,26.066267,17.33,
9/23/2023,B-14,44.4461823,26.066267,16.94,
9/24/2023,B-14,44.4461823,26.066267,10.43,
9/25/2023,B-14,44.4461823,26.066267,13.43,
9/26/2023,B-14,44.4461823,26.066267,13.23,
9/27/2023,B-14,44.4461823,26.066267,12.05,
9/28/2023,B-14,44.4461823,26.066267,11.54,
9/29/2023,B-14,44.4461823,26.066267,15.03,
9/30/2023,B-14,44.4461823,26.066267,15.56,
10/1/2023,B-14,44.4461823,26.066267,15.36,
10/2/2023,B-14,44.4461823,26.066267,8.97,
10/3/2023,B-14,44.4461823,26.066267,13.38,
10/4/2023,B-14,44.4461823,26.066267,16.53,
10/5/2023,B-14,44.4461823,26.066267,11.33,
10/6/2023,B-14,44.4461823,26.066267,13.44,
10/7/2023,B-14,44.4461823,26.066267,13.27,
10/8/2023,B-14,44.4461823,26.066267,10.85,
10/9/2023,B-14,44.4461823,26.066267,5.33,
10/10/2023,B-14,44.4461823,26.066267,8.65,
10/11/2023,B-14,44.4461823,26.066267,12,
10/12/2023,B-14,44.4461823,26.066267,17.83,
10/13/2023,B-14,44.4461823,26.066267,20.94,
10/14/2023,B-14,44.4461823,26.066267,24.92,
10/15/2023,B-14,44.4461823,26.066267,18.99,
10/16/2023,B-14,44.4461823,26.066267,7,
10/17/2023,B-14,44.4461823,26.066267,9.07,
10/18/2023,B-14,44.4461823,26.066267,11.62,
10/19/2023,B-14,44.4461823,26.066267,20.9,
10/20/2023,B-14,44.4461823,26.066267,26.54,
10/21/2023,B-14,44.4461823,26.066267,33.03,
10/22/2023,B-14,44.4461823,26.066267,25.15,
10/23/2023,B-14,44.4461823,26.066267,19.25,
10/24/2023,B-14,44.4461823,26.066267,21.75,
10/25/2023,B-14,44.4461823,26.066267,18.86,
10/26/2023,B-14,44.4461823,26.066267,10.84,
10/27/2023,B-14,44.4461823,26.066267,13.69,
10/28/2023,B-14,44.4461823,26.066267,5.95,
10/29/2023,B-14,44.4461823,26.066267,13.91,
10/30/2023,B-14,44.4461823,26.066267,27.85,
10/31/2023,B-14,44.4461823,26.066267,29.38,
11/1/2023,B-14,44.4461823,26.066267,13.53,
11/2/2023,B-14,44.4461823,26.066267,10.17,
11/3/2023,B-14,44.4461823,26.066267,13.24,
11/4/2023,B-14,44.4461823,26.066267,11.41,
11/5/2023,B-14,44.4461823,26.066267,10.01,
11/6/2023,B-14,44.4461823,26.066267,5.92,
11/7/2023,B-14,44.4461823,26.066267,17.8,
11/8/2023,B-14,44.4461823,26.066267,19.33,
11/9/2023,B-14,44.4461823,26.066267,14.42,
11/10/2023,B-14,44.4461823,26.066267,18.85,
11/11/2023,B-14,44.4461823,26.066267,11.1,
11/12/2023,B-14,44.4461823,26.066267,4.65,
11/13/2023,B-14,44.4461823,26.066267,12.86,
11/14/2023,B-14,44.4461823,26.066267,15.97,
11/15/2023,B-14,44.4461823,26.066267,10.05,
11/16/2023,B-14,44.4461823,26.066267,8.56,
11/17/2023,B-14,44.4461823,26.066267,18.73,
11/18/2023,B-14,44.4461823,26.066267,12.66,
11/19/2023,B-14,44.4461823,26.066267,8.1,
11/20/2023,B-14,44.4461823,26.066267,22.31,
11/21/2023,B-14,44.4461823,26.066267,23.86,
11/22/2023,B-14,44.4461823,26.066267,18.29,
11/23/2023,B-14,44.4461823,26.066267,17.23,
11/24/2023,B-14,44.4461823,26.066267,12.64,
11/25/2023,B-14,44.4461823,26.066267,8.18,
11/26/2023,B-14,44.4461823,26.066267,5.75,
11/27/2023,B-14,44.4461823,26.066267,7.82,
11/28/2023,B-14,44.4461823,26.066267,15.3,
11/29/2023,B-14,44.4461823,26.066267,12.03,
11/30/2023,B-14,44.4461823,26.066267,26.25,
12/1/2023,B-14,44.4461823,26.066267,34.11,
12/2/2023,B-14,44.4461823,26.066267,40.8,
12/3/2023,B-14,44.4461823,26.066267,17.27,
12/4/2023,B-14,44.4461823,26.066267,15.32,
12/5/2023,B-14,44.4461823,26.066267,21.59,
12/6/2023,B-14,44.4461823,26.066267,12.85,
12/7/2023,B-14,44.4461823,26.066267,13.48,
12/8/2023,B-14,44.4461823,26.066267,21.29,
12/9/2023,B-14,44.4461823,26.066267,25.35,
12/10/2023,B-14,44.4461823,26.066267,18.09,
12/11/2023,B-14,44.4461823,26.066267,21.63,
12/12/2023,B-14,44.4461823,26.066267,24.46,
12/13/2023,B-14,44.4461823,26.066267,32.94,
12/14/2023,B-14,44.4461823,26.066267,36.73,
12/15/2023,B-14,44.4461823,26.066267,12.86,
12/16/2023,B-14,44.4461823,26.066267,11.4,
12/17/2023,B-14,44.4461823,26.066267,20.7,
12/18/2023,B-14,44.4461823,26.066267,24.29,
12/19/2023,B-14,44.4461823,26.066267,37.65,
12/20/2023,B-14,44.4461823,26.066267,56.44,
12/21/2023,B-14,44.4461823,26.066267,48.49,
12/22/2023,B-14,44.4461823,26.066267,22.48,
12/23/2023,B-14,44.4461823,26.066267,4.9,
12/24/2023,B-14,44.4461823,26.066267,9.44,
12/25/2023,B-14,44.4461823,26.066267,9.13,
12/26/2023,B-14,44.4461823,26.066267,12.21,
12/27/2023,B-14,44.4461823,26.066267,19.69,
12/28/2023,B-14,44.4461823,26.066267,28.65,
12/29/2023,B-14,44.4461823,26.066267,41.73,
12/30/2023,B-14,44.4461823,26.066267,32.8,
12/31/2023,B-14,44.4461823,26.066267,63.41,
1/1/2024,B-14,44.4461823,26.066267,58.85,
1/2/2024,B-14,44.4461823,26.066267,22.45,
1/3/2024,B-14,44.4461823,26.066267,13.61,
1/4/2024,B-14,44.4461823,26.066267,11.01,
1/5/2024,B-14,44.4461823,26.066267,15.84,
1/6/2024,B-14,44.4461823,26.066267,47.08,
1/7/2024,B-14,44.4461823,26.066267,21.17,
1/8/2024,B-14,44.4461823,26.066267,8.5,
1/9/2024,B-14,44.4461823,26.066267,9.49,
1/10/2024,B-14,44.4461823,26.066267,19.42,
1/11/2024,B-14,44.4461823,26.066267,27.53,
1/12/2024,B-14,44.4461823,26.066267,25.84,
1/13/2024,B-14,44.4461823,26.066267,18.31,
1/14/2024,B-14,44.4461823,26.066267,19.42,
1/15/2024,B-14,44.4461823,26.066267,37.71,
1/16/2024,B-14,44.4461823,26.066267,23.8,
1/17/2024,B-14,44.4461823,26.066267,25.71,
1/18/2024,B-14,44.4461823,26.066267,31.66,
1/19/2024,B-14,44.4461823,26.066267,30.94,
1/20/2024,B-14,44.4461823,26.066267,10.48,
1/21/2024,B-14,44.4461823,26.066267,17.06,
1/22/2024,B-14,44.4461823,26.066267,25.9,
1/23/2024,B-14,44.4461823,26.066267,22.73,
1/24/2024,B-14,44.4461823,26.066267,26.53,
1/25/2024,B-14,44.4461823,26.066267,28.39,
1/26/2024,B-14,44.4461823,26.066267,23.33,
1/27/2024,B-14,44.4461823,26.066267,44.72,
1/28/2024,B-14,44.4461823,26.066267,23.48,
1/29/2024,B-14,44.4461823,26.066267,18.63,
1/30/2024,B-14,44.4461823,26.066267,19.97,
1/31/2024,B-14,44.4461823,26.066267,23.53,
2/1/2024,B-14,44.4461823,26.066267,38.52,
2/2/2024,B-14,44.4461823,26.066267,41.46,
2/3/2024,B-14,44.4461823,26.066267,26.96,
2/4/2024,B-14,44.4461823,26.066267,19.6,
2/5/2024,B-14,44.4461823,26.066267,10.04,
2/6/2024,B-14,44.4461823,26.066267,15.23,
2/7/2024,B-14,44.4461823,26.066267,18.57,
2/8/2024,B-14,44.4461823,26.066267,16.58,
2/9/2024,B-14,44.4461823,26.066267,21.54,
2/10/2024,B-14,44.4461823,26.066267,36.13,
2/11/2024,B-14,44.4461823,26.066267,14,
2/12/2024,B-14,44.4461823,26.066267,12.05,
2/13/2024,B-14,44.4461823,26.066267,13,
2/14/2024,B-14,44.4461823,26.066267,10.14,
2/15/2024,B-14,44.4461823,26.066267,13.22,
2/16/2024,B-14,44.4461823,26.066267,14.41,
2/17/2024,B-14,44.4461823,26.066267,21.18,
2/18/2024,B-14,44.4461823,26.066267,29.79,
2/19/2024,B-14,44.4461823,26.066267,11.23,
2/20/2024,B-14,44.4461823,26.066267,21.11,
2/21/2024,B-14,44.4461823,26.066267,27.41,
2/22/2024,B-14,44.4461823,26.066267,23.73,
2/23/2024,B-14,44.4461823,26.066267,34.2,
2/24/2024,B-14,44.4461823,26.066267,37.59,
2/25/2024,B-14,44.4461823,26.066267,33.19,
2/26/2024,B-14,44.4461823,26.066267,18.55,
2/27/2024,B-14,44.4461823,26.066267,12.37,
2/28/2024,B-14,44.4461823,26.066267,15.23,
2/29/2024,B-14,44.4461823,26.066267,14.93,
3/1/2024,B-14,44.4461823,26.066267,11.67,
3/2/2024,B-14,44.4461823,26.066267,16.5,
3/3/2024,B-14,44.4461823,26.066267,22.36,
3/4/2024,B-14,44.4461823,26.066267,20.9,
3/5/2024,B-14,44.4461823,26.066267,15.6,
3/6/2024,B-14,44.4461823,26.066267,24.39,
3/7/2024,B-14,44.4461823,26.066267,21.39,
3/8/2024,B-14,44.4461823,26.066267,23.52,
3/9/2024,B-14,44.4461823,26.066267,26.39,
3/10/2024,B-14,44.4461823,26.066267,32.87,
3/11/2024,B-14,44.4461823,26.066267,20.57,
3/12/2024,B-14,44.4461823,26.066267,12.32,
3/13/2024,B-14,44.4461823,26.066267,15.51,
3/14/2024,B-14,44.4461823,26.066267,8.56,
3/15/2024,B-14,44.4461823,26.066267,22.54,
3/16/2024,B-14,44.4461823,26.066267,24.75,
3/17/2024,B-14,44.4461823,26.066267,23.04,
3/18/2024,B-14,44.4461823,26.066267,18.26,
3/19/2024,B-14,44.4461823,26.066267,12.26,
3/20/2024,B-14,44.4461823,26.066267,15.74,
3/21/2024,B-14,44.4461823,26.066267,9.02,
3/22/2024,B-14,44.4461823,26.066267,14.65,
3/23/2024,B-14,44.4461823,26.066267,18.91,
3/24/2024,B-14,44.4461823,26.066267,16.16,
3/25/2024,B-14,44.4461823,26.066267,4.98,
3/26/2024,B-14,44.4461823,26.066267,8.15,
3/27/2024,B-14,44.4461823,26.066267,9.71,
3/28/2024,B-14,44.4461823,26.066267,10.8,
3/29/2024,B-14,44.4461823,26.066267,8.08,
3/30/2024,B-14,44.4461823,26.066267,15.92,
3/31/2024,B-14,44.4461823,26.066267,20.8,
4/1/2024,B-14,44.4461823,26.066267,33.21,
4/2/2024,B-14,44.4461823,26.066267,20.96,
4/3/2024,B-14,44.4461823,26.066267,5.82,
4/4/2024,B-14,44.4461823,26.066267,8.38,
4/5/2024,B-14,44.4461823,26.066267,9.68,
4/6/2024,B-14,44.4461823,26.066267,11.28,
4/7/2024,B-14,44.4461823,26.066267,7.21,
4/8/2024,B-14,44.4461823,26.066267,11.45,
4/9/2024,B-14,44.4461823,26.066267,11.9,
4/10/2024,B-14,44.4461823,26.066267,10.88,
4/11/2024,B-14,44.4461823,26.066267,15.75,
4/12/2024,B-14,44.4461823,26.066267,15.83,
4/13/2024,B-14,44.4461823,26.066267,12.19,
4/14/2024,B-14,44.4461823,26.066267,13.14,
4/15/2024,B-14,44.4461823,26.066267,12.87,
4/16/2024,B-14,44.4461823,26.066267,16.78,
4/17/2024,B-14,44.4461823,26.066267,9.94,
4/18/2024,B-14,44.4461823,26.066267,8.47,
4/19/2024,B-14,44.4461823,26.066267,8.65,
4/20/2024,B-14,44.4461823,26.066267,9.12,
4/21/2024,B-14,44.4461823,26.066267,10.6,
4/22/2024,B-14,44.4461823,26.066267,9.4,
4/23/2024,B-14,44.4461823,26.066267,8.38,
4/24/2024,B-14,44.4461823,26.066267,10.18,
4/25/2024,B-14,44.4461823,26.066267,10.54,
4/26/2024,B-14,44.4461823,26.066267,9.91,
4/27/2024,B-14,44.4461823,26.066267,8.89,
4/28/2024,B-14,44.4461823,26.066267,11.26,
4/29/2024,B-14,44.4461823,26.066267,8.68,
4/30/2024,B-14,44.4461823,26.066267,9.35,
5/1/2024,B-14,44.4461823,26.066267,6.23,
5/2/2024,B-14,44.4461823,26.066267,6.97,
5/3/2024,B-14,44.4461823,26.066267,8.86,
5/4/2024,B-14,44.4461823,26.066267,10.57,
5/5/2024,B-14,44.4461823,26.066267,13.64,
5/6/2024,B-14,44.4461823,26.066267,10.39,
5/7/2024,B-14,44.4461823,26.066267,12.21,
5/8/2024,B-14,44.4461823,26.066267,8.92,
5/9/2024,B-14,44.4461823,26.066267,8.82,
5/10/2024,B-14,44.4461823,26.066267,8.46,
5/11/2024,B-14,44.4461823,26.066267,9.56,
5/12/2024,B-14,44.4461823,26.066267,6.47,
5/13/2024,B-14,44.4461823,26.066267,6.44,
5/14/2024,B-14,44.4461823,26.066267,7.63,
5/15/2024,B-14,44.4461823,26.066267,7.88,
5/16/2024,B-14,44.4461823,26.066267,8.39,
6/22/2023,B-15,44.4680557,26.1409054,10.11,
6/23/2023,B-15,44.4680557,26.1409054,10.11,
6/24/2023,B-15,44.4680557,26.1409054,10.11,
6/25/2023,B-15,44.4680557,26.1409054,10.11,
6/26/2023,B-15,44.4680557,26.1409054,10.11,
6/27/2023,B-15,44.4680557,26.1409054,10.11,
6/28/2023,B-15,44.4680557,26.1409054,10.11,
6/29/2023,B-15,44.4680557,26.1409054,10.11,
6/30/2023,B-15,44.4680557,26.1409054,10.11,
7/1/2023,B-15,44.4680557,26.1409054,10.11,
7/2/2023,B-15,44.4680557,26.1409054,10.11,
7/3/2023,B-15,44.4680557,26.1409054,10.11,
7/4/2023,B-15,44.4680557,26.1409054,10.11,
7/5/2023,B-15,44.4680557,26.1409054,10.11,
7/6/2023,B-15,44.4680557,26.1409054,10.11,
7/7/2023,B-15,44.4680557,26.1409054,10.11,
7/8/2023,B-15,44.4680557,26.1409054,10.11,
7/9/2023,B-15,44.4680557,26.1409054,10.11,
7/10/2023,B-15,44.4680557,26.1409054,10.11,
7/11/2023,B-15,44.4680557,26.1409054,10.11,
7/12/2023,B-15,44.4680557,26.1409054,10.11,
7/13/2023,B-15,44.4680557,26.1409054,10.11,
7/14/2023,B-15,44.4680557,26.1409054,10.11,
7/15/2023,B-15,44.4680557,26.1409054,10.11,
7/16/2023,B-15,44.4680557,26.1409054,10.11,
7/17/2023,B-15,44.4680557,26.1409054,10.11,
7/18/2023,B-15,44.4680557,26.1409054,10.11,
7/19/2023,B-15,44.4680557,26.1409054,10.11,
7/20/2023,B-15,44.4680557,26.1409054,10.11,
7/21/2023,B-15,44.4680557,26.1409054,10.11,
7/22/2023,B-15,44.4680557,26.1409054,10.11,
7/23/2023,B-15,44.4680557,26.1409054,10.11,
7/24/2023,B-15,44.4680557,26.1409054,10.11,
7/25/2023,B-15,44.4680557,26.1409054,10.11,
7/26/2023,B-15,44.4680557,26.1409054,10.11,
7/27/2023,B-15,44.4680557,26.1409054,10.11,
7/28/2023,B-15,44.4680557,26.1409054,10.11,
7/29/2023,B-15,44.4680557,26.1409054,10.11,
7/30/2023,B-15,44.4680557,26.1409054,10.11,
7/31/2023,B-15,44.4680557,26.1409054,10.11,
8/1/2023,B-15,44.4680557,26.1409054,10.11,
8/2/2023,B-15,44.4680557,26.1409054,10.11,
8/3/2023,B-15,44.4680557,26.1409054,10.11,
8/4/2023,B-15,44.4680557,26.1409054,10.11,
8/5/2023,B-15,44.4680557,26.1409054,10.11,
8/6/2023,B-15,44.4680557,26.1409054,10.11,
8/7/2023,B-15,44.4680557,26.1409054,10.11,
8/8/2023,B-15,44.4680557,26.1409054,10.11,
8/9/2023,B-15,44.4680557,26.1409054,10.11,
8/10/2023,B-15,44.4680557,26.1409054,10.11,
8/11/2023,B-15,44.4680557,26.1409054,10.11,
8/12/2023,B-15,44.4680557,26.1409054,10.11,
8/13/2023,B-15,44.4680557,26.1409054,10.11,
8/14/2023,B-15,44.4680557,26.1409054,10.11,
8/15/2023,B-15,44.4680557,26.1409054,10.11,
8/16/2023,B-15,44.4680557,26.1409054,10.11,
8/17/2023,B-15,44.4680557,26.1409054,10.11,
8/18/2023,B-15,44.4680557,26.1409054,10.11,
8/19/2023,B-15,44.4680557,26.1409054,10.11,
8/20/2023,B-15,44.4680557,26.1409054,10.11,
8/21/2023,B-15,44.4680557,26.1409054,10.11,
8/22/2023,B-15,44.4680557,26.1409054,10.11,
8/23/2023,B-15,44.4680557,26.1409054,10.11,
8/24/2023,B-15,44.4680557,26.1409054,10.11,
8/25/2023,B-15,44.4680557,26.1409054,10.11,
8/26/2023,B-15,44.4680557,26.1409054,10.11,
8/27/2023,B-15,44.4680557,26.1409054,10.11,
8/28/2023,B-15,44.4680557,26.1409054,10.11,
8/29/2023,B-15,44.4680557,26.1409054,10.11,
8/30/2023,B-15,44.4680557,26.1409054,10.11,
8/31/2023,B-15,44.4680557,26.1409054,10.11,
9/1/2023,B-15,44.4680557,26.1409054,10.11,
9/2/2023,B-15,44.4680557,26.1409054,10.11,
9/3/2023,B-15,44.4680557,26.1409054,10.11,
9/4/2023,B-15,44.4680557,26.1409054,10.11,
9/5/2023,B-15,44.4680557,26.1409054,10.11,
9/6/2023,B-15,44.4680557,26.1409054,10.11,
9/7/2023,B-15,44.4680557,26.1409054,10.11,
9/8/2023,B-15,44.4680557,26.1409054,10.11,
9/9/2023,B-15,44.4680557,26.1409054,10.11,
9/10/2023,B-15,44.4680557,26.1409054,10.11,
9/11/2023,B-15,44.4680557,26.1409054,10.11,
9/12/2023,B-15,44.4680557,26.1409054,10.11,
9/13/2023,B-15,44.4680557,26.1409054,10.11,
9/14/2023,B-15,44.4680557,26.1409054,10.11,
9/15/2023,B-15,44.4680557,26.1409054,10.11,
9/16/2023,B-15,44.4680557,26.1409054,10.11,
9/17/2023,B-15,44.4680557,26.1409054,10.11,
9/18/2023,B-15,44.4680557,26.1409054,10.11,
9/19/2023,B-15,44.4680557,26.1409054,10.11,
9/20/2023,B-15,44.4680557,26.1409054,10.11,
9/21/2023,B-15,44.4680557,26.1409054,10.11,
9/22/2023,B-15,44.4680557,26.1409054,10.11,
9/23/2023,B-15,44.4680557,26.1409054,10.11,
9/24/2023,B-15,44.4680557,26.1409054,10.11,
9/25/2023,B-15,44.4680557,26.1409054,10.11,
9/26/2023,B-15,44.4680557,26.1409054,10.11,
9/27/2023,B-15,44.4680557,26.1409054,10.11,
9/28/2023,B-15,44.4680557,26.1409054,10.11,
9/29/2023,B-15,44.4680557,26.1409054,10.11,
9/30/2023,B-15,44.4680557,26.1409054,10.11,
10/1/2023,B-15,44.4680557,26.1409054,10.11,
10/2/2023,B-15,44.4680557,26.1409054,10.11,
10/3/2023,B-15,44.4680557,26.1409054,10.11,
10/4/2023,B-15,44.4680557,26.1409054,10.11,
10/5/2023,B-15,44.4680557,26.1409054,10.11,
10/6/2023,B-15,44.4680557,26.1409054,10.11,
10/7/2023,B-15,44.4680557,26.1409054,10.11,
10/8/2023,B-15,44.4680557,26.1409054,10.11,
10/9/2023,B-15,44.4680557,26.1409054,10.11,
10/10/2023,B-15,44.4680557,26.1409054,10.11,
10/11/2023,B-15,44.4680557,26.1409054,10.11,
10/12/2023,B-15,44.4680557,26.1409054,10.11,
10/13/2023,B-15,44.4680557,26.1409054,10.11,
10/14/2023,B-15,44.4680557,26.1409054,10.11,
10/15/2023,B-15,44.4680557,26.1409054,10.11,
10/16/2023,B-15,44.4680557,26.1409054,10.11,
