Date,Nume_Sectie,Latitudine,Longitudine,PM2.5,PM10,CO,NO,NO2,NOx,O3,RADIATIE_SOLARA,SO2,TEMPERATURA,UMIDITATE
3/31/2024,B-11,44.3697433,25.9747982,3.78,3.66,,28.98,40.45,84.04,,,,,
4/1/2024,B-11,44.3697433,25.9747982,21.01,44.4,,43.31,43.76,108.91,,,,,
4/2/2024,B-11,44.3697433,25.9747982,16.52,106.87,,35.12,28.16,80.98,,,,,
4/3/2024,B-11,44.3697433,25.9747982,5.16,18.51,,16.28,19.47,43.81,,,,,
4/4/2024,B-11,44.3697433,25.9747982,8.24,37.52,,22.15,28.96,62.09,,,,,
4/5/2024,B-11,44.3697433,25.9747982,11.44,33.46,,18.7,25.39,53.35,,,,,
4/6/2024,B-11,44.3697433,25.9747982,11.67,40.13,,21.76,32.24,64.93,,,,,
4/7/2024,B-11,44.3697433,25.9747982,10.56,23.37,,18.62,26.24,54.24,,,,,
4/8/2024,B-11,44.3697433,25.9747982,12.27,32.82,,27.42,30.73,71.85,,,,,
4/9/2024,B-11,44.3697433,25.9747982,13.85,36.13,,39.42,32.39,91.68,,,,,
4/10/2024,B-11,44.3697433,25.9747982,13.42,41.65,,32.45,38.92,87.51,,,,,
4/11/2024,B-11,44.3697433,25.9747982,22.9,60.88,,36.16,47.4,101.74,,,,,
4/12/2024,B-11,44.3697433,25.9747982,18.78,60.38,,27.79,38.9,80.52,,,,,
4/13/2024,B-11,44.3697433,25.9747982,12.6,41.85,,13.35,25.47,45.56,,,,,
4/14/2024,B-11,44.3697433,25.9747982,13,27.04,,12.16,20.54,38.81,,,,,
4/15/2024,B-11,44.3697433,25.9747982,9.76,24.01,,18.84,27.53,55.58,,,,,
4/16/2024,B-11,44.3697433,25.9747982,10.76,30.83,,14.05,22.34,43.39,,,,,
4/17/2024,B-11,44.3697433,25.9747982,8.33,26.85,,14.1,15.63,36.83,,,,,
4/18/2024,B-11,44.3697433,25.9747982,8.8,13.24,,12.99,14.61,33.93,,,,,
4/19/2024,B-11,44.3697433,25.9747982,9.11,16.62,,15.51,17.44,40.6,,,,,
4/20/2024,B-11,44.3697433,25.9747982,11.88,20.34,,24.73,35.69,72.88,,,,,
4/21/2024,B-11,44.3697433,25.9747982,16.22,13.88,,7.98,13.1,25.1,,,,,
4/22/2024,B-11,44.3697433,25.9747982,10.76,17.97,,30.26,31.37,76.71,,,,,
4/23/2024,B-11,44.3697433,25.9747982,10.71,23.94,,32.76,28.68,77.85,,,,,
4/24/2024,B-11,44.3697433,25.9747982,7.2,10.01,,24.61,29.17,65.98,,,,,
4/25/2024,B-11,44.3697433,25.9747982,6.93,8.7,,27.95,30.02,71.99,,,,,
4/26/2024,B-11,44.3697433,25.9747982,8.9,13.83,,19.08,18.49,47.04,,,,,
4/27/2024,B-11,44.3697433,25.9747982,8.74,17.67,,22.55,26.32,60.2,,,,,
4/28/2024,B-11,44.3697433,25.9747982,13.63,17.68,,19.38,34.44,63.59,,,,,
4/29/2024,B-11,44.3697433,25.9747982,10.48,18.44,,39.29,48.06,106.95,,,,,
4/30/2024,B-11,44.3697433,25.9747982,8.32,23.04,,43.95,39.79,105.74,,,,,
5/1/2024,B-11,44.3697433,25.9747982,5.96,17.07,,21.25,32.29,64.18,,,,,
5/2/2024,B-11,44.3697433,25.9747982,4.2,6.26,,21.41,35.18,67.38,,,,,
5/3/2024,B-11,44.3697433,25.9747982,4.21,4.69,,15.69,26.87,50.28,,,,,
5/4/2024,B-11,44.3697433,25.9747982,2.24,2.21,,22.19,27.45,60.82,,,,,
5/5/2024,B-11,44.3697433,25.9747982,24.35,24.19,,9.71,15.11,29.71,,,,,
5/6/2024,B-11,44.3697433,25.9747982,5.11,4.97,,5.84,11.34,20.1,,,,,
5/7/2024,B-11,44.3697433,25.9747982,8.26,14.01,,15.5,26.68,49.77,,,,,
5/8/2024,B-11,44.3697433,25.9747982,10.47,26.97,,26.12,29.19,68.48,,,,,
5/9/2024,B-11,44.3697433,25.9747982,11.39,28.02,,33.28,32.34,82.19,,,,,
5/10/2024,B-11,44.3697433,25.9747982,10.14,28.91,,31.23,37.03,83.89,,,,,
5/11/2024,B-11,44.3697433,25.9747982,11.28,25.91,,15.71,28.27,51.9,,,,,
5/12/2024,B-11,44.3697433,25.9747982,7.47,16.87,,16.24,23.11,47.53,,,,,
5/13/2024,B-11,44.3697433,25.9747982,7.71,17.76,,18,21.03,48.07,,,,,
5/14/2024,B-11,44.3697433,25.9747982,7.56,18.67,,15.83,21.97,45.78,,,,,
5/15/2024,B-11,44.3697433,25.9747982,8.91,21.13,,21.95,21.26,54.22,,,,,
5/16/2024,B-11,44.3697433,25.9747982,10.23,23,,19.34,21.66,50.76,,,,,
6/22/2023,B-12,44.4254837,26.0910034,15.7,30.74,,,,,,,,,
6/23/2023,B-12,44.4254837,26.0910034,19.05,38.44,,,,,,,,,
6/24/2023,B-12,44.4254837,26.0910034,15.51,33.01,,,,,,,,,
6/25/2023,B-12,44.4254837,26.0910034,10.08,19.27,,,,,,,,,
6/26/2023,B-12,44.4254837,26.0910034,8.46,16.32,,,,,,,,,
6/27/2023,B-12,44.4254837,26.0910034,9.42,18.41,,,,,,,,,
6/28/2023,B-12,44.4254837,26.0910034,11.05,21.05,,,,,,,,,
6/29/2023,B-12,44.4254837,26.0910034,9.35,16.49,,,,,,,,,
6/30/2023,B-12,44.4254837,26.0910034,8.91,17.26,,,,,,,,,
7/1/2023,B-12,44.4254837,26.0910034,12.19,27.06,,,,,,,,,
7/2/2023,B-12,44.4254837,26.0910034,12.21,24.35,,,,,,,,,
7/3/2023,B-12,44.4254837,26.0910034,14.48,28.47,,,,,,,,,
7/4/2023,B-12,44.4254837,26.0910034,14.52,28.72,,,,,,,,,
7/5/2023,B-12,44.4254837,26.0910034,12.43,28.08,,,,,,,,,
7/6/2023,B-12,44.4254837,26.0910034,14.21,33.47,,,,,,,,,
7/7/2023,B-12,44.4254837,26.0910034,11.37,22.5,,,,,,,,,
7/8/2023,B-12,44.4254837,26.0910034,7.63,12.07,,,,,,,,,
7/9/2023,B-12,44.4254837,26.0910034,9.05,13.81,,,,,,,,,
7/10/2023,B-12,44.4254837,26.0910034,12.43,23.52,,,,,,,,,
7/11/2023,B-12,44.4254837,26.0910034,15.26,31.93,,,,,,,,,
7/12/2023,B-12,44.4254837,26.0910034,16.01,32.34,,,,,,,,,
7/13/2023,B-12,44.4254837,26.0910034,19.35,40.06,,,,,,,,,
7/14/2023,B-12,44.4254837,26.0910034,11.54,23.72,,,,,,,,,
7/15/2023,B-12,44.4254837,26.0910034,10.2,19.05,,,,,,,,,
7/16/2023,B-12,44.4254837,26.0910034,10.49,20.08,,,,,,,,,
7/17/2023,B-12,44.4254837,26.0910034,14.3,32.99,,,,,,,,,
7/18/2023,B-12,44.4254837,26.0910034,14.17,33.61,,,,,,,,,
7/19/2023,B-12,44.4254837,26.0910034,11.58,25.6,,,,,,,,,
7/20/2023,B-12,44.4254837,26.0910034,12.48,25.51,,,,,,,,,
7/21/2023,B-12,44.4254837,26.0910034,11.17,23.13,,,,,,,,,
7/22/2023,B-12,44.4254837,26.0910034,7.36,16.2,,,,,,,,,
7/23/2023,B-12,44.4254837,26.0910034,8.55,12.91,,,,,,,,,
7/24/2023,B-12,44.4254837,26.0910034,10.49,18,,,,,,,,,
7/25/2023,B-12,44.4254837,26.0910034,18.22,35.53,,,,,,,,,
7/26/2023,B-12,44.4254837,26.0910034,18.36,42.72,,,,,,,,,
7/27/2023,B-12,44.4254837,26.0910034,7.15,11.38,,,,,,,,,
7/28/2023,B-12,44.4254837,26.0910034,6.91,12.55,,,,,,,,,
7/29/2023,B-12,44.4254837,26.0910034,10.81,19.66,,,,,,,,,
7/30/2023,B-12,44.4254837,26.0910034,13.5,22.09,,,,,,,,,
7/31/2023,B-12,44.4254837,26.0910034,10.4,13.42,,,,,,,,,
8/1/2023,B-12,44.4254837,26.0910034,10.1,13.39,,,,,,,,,
8/2/2023,B-12,44.4254837,26.0910034,11.55,18.39,,,,,,,,,
8/3/2023,B-12,44.4254837,26.0910034,13.44,21.24,,,,,,,,,
8/4/2023,B-12,44.4254837,26.0910034,15.78,25.61,,,,,,,,,
8/5/2023,B-12,44.4254837,26.0910034,10.62,16.13,,,,,,,,,
8/6/2023,B-12,44.4254837,26.0910034,11.7,15.5,,,,,,,,,
8/7/2023,B-12,44.4254837,26.0910034,3.81,5.95,,,,,,,,,
8/8/2023,B-12,44.4254837,26.0910034,5.89,8.17,,,,,,,,,
8/9/2023,B-12,44.4254837,26.0910034,6.52,11.98,,,,,,,,,
8/10/2023,B-12,44.4254837,26.0910034,8.97,23.32,,,,,,,,,
8/11/2023,B-12,44.4254837,26.0910034,8.84,16.01,,,,,,,,,
8/12/2023,B-12,44.4254837,26.0910034,10.02,13.36,,,,,,,,,
8/13/2023,B-12,44.4254837,26.0910034,9.99,12.89,,,,,,,,,
8/14/2023,B-12,44.4254837,26.0910034,10,13.98,,,,,,,,,
8/15/2023,B-12,44.4254837,26.0910034,13.99,19.8,,,,,,,,,
8/16/2023,B-12,44.4254837,26.0910034,13.1,20.14,,,,,,,,,
8/17/2023,B-12,44.4254837,26.0910034,12.73,19.43,,,,,,,,,
8/18/2023,B-12,44.4254837,26.0910034,15.54,24.61,,,,,,,,,
8/19/2023,B-12,44.4254837,26.0910034,12.87,19.28,,,,,,,,,
8/20/2023,B-12,44.4254837,26.0910034,13.62,19.84,,,,,,,,,
8/21/2023,B-12,44.4254837,26.0910034,13.93,20.71,,,,,,,,,
8/22/2023,B-12,44.4254837,26.0910034,17.75,25.28,,,,,,,,,
8/23/2023,B-12,44.4254837,26.0910034,15,23.55,,,,,,,,,
8/24/2023,B-12,44.4254837,26.0910034,12.29,18.61,,,,,,,,,
8/25/2023,B-12,44.4254837,26.0910034,13.47,20.04,,,,,,,,,
8/26/2023,B-12,44.4254837,26.0910034,14.87,23.12,,,,,,,,,
8/27/2023,B-12,44.4254837,26.0910034,9.66,13.7,,,,,,,,,
8/28/2023,B-12,44.4254837,26.0910034,12.18,19.82,,,,,,,,,
8/29/2023,B-12,44.4254837,26.0910034,13.4,23.01,,,,,,,,,
8/30/2023,B-12,44.4254837,26.0910034,12.99,21.39,,,,,,,,,
8/31/2023,B-12,44.4254837,26.0910034,8.54,11.57,,,,,,,,,
9/1/2023,B-12,44.4254837,26.0910034,11.18,16.06,,,,,,,,,
9/2/2023,B-12,44.4254837,26.0910034,10.54,14.39,,,,,,,,,
9/3/2023,B-12,44.4254837,26.0910034,9.1,12.15,,,,,,,,,
9/4/2023,B-12,44.4254837,26.0910034,6.64,9.03,,,,,,,,,
9/5/2023,B-12,44.4254837,26.0910034,8.61,12.24,,,,,,,,,
9/6/2023,B-12,44.4254837,26.0910034,7.91,11.42,,,,,,,,,
9/7/2023,B-12,44.4254837,26.0910034,8.94,13.01,,,,,,,,,
9/8/2023,B-12,44.4254837,26.0910034,7.99,12.9,,,,,,,,,
9/9/2023,B-12,44.4254837,26.0910034,8.36,13.27,,,,,,,,,
9/10/2023,B-12,44.4254837,26.0910034,8.59,13.86,,,,,,,,,
9/11/2023,B-12,44.4254837,26.0910034,9.03,15.46,,,,,,,,,
9/12/2023,B-12,44.4254837,26.0910034,13.75,21.15,,,,,,,,,
9/13/2023,B-12,44.4254837,26.0910034,13.93,21.54,,,,,,,,,
9/14/2023,B-12,44.4254837,26.0910034,14.7,23.53,,,,,,,,,
9/15/2023,B-12,44.4254837,26.0910034,18.46,25.12,,,,,,,,,
9/16/2023,B-12,44.4254837,26.0910034,12.07,15.01,,,,,,,,,
9/17/2023,B-12,44.4254837,26.0910034,11.58,14.15,,,,,,,,,
9/18/2023,B-12,44.4254837,26.0910034,11.41,15.27,,,,,,,,,
9/19/2023,B-12,44.4254837,26.0910034,10.54,14.75,,,,,,,,,
9/20/2023,B-12,44.4254837,26.0910034,12.74,17.44,,,,,,,,,
9/21/2023,B-12,44.4254837,26.0910034,15.86,25.5,,,,,,,,,
9/22/2023,B-12,44.4254837,26.0910034,14.44,25.99,,,,,,,,,
9/23/2023,B-12,44.4254837,26.0910034,16.56,29.02,,,,,,,,,
9/24/2023,B-12,44.4254837,26.0910034,9.84,15.62,,,,,,,,,
9/25/2023,B-12,44.4254837,26.0910034,12.27,23.65,,,,,,,,,
9/26/2023,B-12,44.4254837,26.0910034,11.49,25.81,,,,,,,,,
9/27/2023,B-12,44.4254837,26.0910034,10.47,21.57,,,,,,,,,
9/28/2023,B-12,44.4254837,26.0910034,9.96,22.01,,,,,,,,,
9/29/2023,B-12,44.4254837,26.0910034,12.35,26.1,,,,,,,,,
9/30/2023,B-12,44.4254837,26.0910034,15.52,27.33,,,,,,,,,
10/1/2023,B-12,44.4254837,26.0910034,14.08,22.26,,,,,,,,,
10/2/2023,B-12,44.4254837,26.0910034,8.71,14.97,,,,,,,,,
10/3/2023,B-12,44.4254837,26.0910034,13.86,25.01,,,,,,,,,
10/4/2023,B-12,44.4254837,26.0910034,14.68,27.8,,,,,,,,,
10/5/2023,B-12,44.4254837,26.0910034,11,22.67,,,,,,,,,
10/6/2023,B-12,44.4254837,26.0910034,12.95,25.06,,,,,,,,,
10/7/2023,B-12,44.4254837,26.0910034,12.06,22.15,,,,,,,,,
10/8/2023,B-12,44.4254837,26.0910034,8.69,21.63,,,,,,,,,
10/9/2023,B-12,44.4254837,26.0910034,5.65,10.85,,,,,,,,,
10/10/2023,B-12,44.4254837,26.0910034,8.71,17.5,,,,,,,,,
10/11/2023,B-12,44.4254837,26.0910034,13.7,25.35,,,,,,,,,
10/12/2023,B-12,44.4254837,26.0910034,15.06,29.96,,,,,,,,,
10/13/2023,B-12,44.4254837,26.0910034,19.94,38.21,,,,,,,,,
10/14/2023,B-12,44.4254837,26.0910034,26.73,43.34,,,,,,,,,
10/15/2023,B-12,44.4254837,26.0910034,18.83,31.04,,,,,,,,,
10/16/2023,B-12,44.4254837,26.0910034,7.65,11.29,,,,,,,,,
10/17/2023,B-12,44.4254837,26.0910034,10.04,14.13,,,,,,,,,
10/18/2023,B-12,44.4254837,26.0910034,13.63,19.29,,,,,,,,,
10/19/2023,B-12,44.4254837,26.0910034,20.38,29.28,,,,,,,,,
10/20/2023,B-12,44.4254837,26.0910034,26.05,38.02,,,,,,,,,
10/21/2023,B-12,44.4254837,26.0910034,32.32,46.75,,,,,,,,,
10/22/2023,B-12,44.4254837,26.0910034,24.46,35.43,,,,,,,,,
10/23/2023,B-12,44.4254837,26.0910034,16.22,28.28,,,,,,,,,
10/24/2023,B-12,44.4254837,26.0910034,26.67,41.1,,,,,,,,,
10/25/2023,B-12,44.4254837,26.0910034,19.32,29.81,,,,,,,,,
10/26/2023,B-12,44.4254837,26.0910034,10.34,15.74,,,,,,,,,
10/27/2023,B-12,44.4254837,26.0910034,13.7,21.21,,,,,,,,,
10/28/2023,B-12,44.4254837,26.0910034,5.4,7.73,,,,,,,,,
10/29/2023,B-12,44.4254837,26.0910034,16.13,19.2,,,,,,,,,
10/30/2023,B-12,44.4254837,26.0910034,24.87,34.06,,,,,,,,,
10/31/2023,B-12,44.4254837,26.0910034,31.03,44.4,,,,,,,,,
11/1/2023,B-12,44.4254837,26.0910034,13.44,20.01,,,,,,,,,
11/2/2023,B-12,44.4254837,26.0910034,11.4,15.19,,,,,,,,,
11/3/2023,B-12,44.4254837,26.0910034,15.51,20.54,,,,,,,,,
11/4/2023,B-12,44.4254837,26.0910034,12.07,13.84,,,,,,,,,
11/5/2023,B-12,44.4254837,26.0910034,9.82,12.87,,,,,,,,,
11/6/2023,B-12,44.4254837,26.0910034,4.66,6.14,,,,,,,,,
11/7/2023,B-12,44.4254837,26.0910034,15.57,21.89,,,,,,,,,
11/8/2023,B-12,44.4254837,26.0910034,20.26,24.57,,,,,,,,,
11/9/2023,B-12,44.4254837,26.0910034,15.83,20.08,,,,,,,,,
11/10/2023,B-12,44.4254837,26.0910034,19.5,24.9,,,,,,,,,
11/11/2023,B-12,44.4254837,26.0910034,11.55,13.91,,,,,,,,,
11/12/2023,B-12,44.4254837,26.0910034,4.42,5.41,,,,,,,,,
11/13/2023,B-12,44.4254837,26.0910034,12.81,15.7,,,,,,,,,
11/14/2023,B-12,44.4254837,26.0910034,16.7,19.07,,,,,,,,,
11/15/2023,B-12,44.4254837,26.0910034,9.25,10.78,,,,,,,,,
11/16/2023,B-12,44.4254837,26.0910034,7.73,10.32,,,,,,,,,
11/17/2023,B-12,44.4254837,26.0910034,18.91,24.01,,,,,,,,,
11/18/2023,B-12,44.4254837,26.0910034,13.06,14.57,,,,,,,,,
11/19/2023,B-12,44.4254837,26.0910034,8.34,9.65,,,,,,,,,
11/20/2023,B-12,44.4254837,26.0910034,24.82,31.42,,,,,,,,,
11/21/2023,B-12,44.4254837,26.0910034,24.65,30.47,,,,,,,,,
11/22/2023,B-12,44.4254837,26.0910034,20.32,22.37,,,,,,,,,
11/23/2023,B-12,44.4254837,26.0910034,18.14,20.48,,,,,,,,,
11/24/2023,B-12,44.4254837,26.0910034,11.78,13.25,,,,,,,,,
11/25/2023,B-12,44.4254837,26.0910034,7.97,8.59,,,,,,,,,
11/26/2023,B-12,44.4254837,26.0910034,4.77,5.16,,,,,,,,,
11/27/2023,B-12,44.4254837,26.0910034,7.18,8.08,,,,,,,,,
11/28/2023,B-12,44.4254837,26.0910034,16.08,20.07,,,,,,,,,
11/29/2023,B-12,44.4254837,26.0910034,11.7,12.78,,,,,,,,,
11/30/2023,B-12,44.4254837,26.0910034,26.51,29.69,,,,,,,,,
12/1/2023,B-12,44.4254837,26.0910034,37.85,42.67,,,,,,,,,
12/2/2023,B-12,44.4254837,26.0910034,36.8,42.83,,,,,,,,,
12/3/2023,B-12,44.4254837,26.0910034,19,20.86,,,,,,,,,
12/4/2023,B-12,44.4254837,26.0910034,17.72,20.92,,,,,,,,,
12/5/2023,B-12,44.4254837,26.0910034,24.31,28.37,,,,,,,,,
12/6/2023,B-12,44.4254837,26.0910034,14.41,17.23,,,,,,,,,
12/7/2023,B-12,44.4254837,26.0910034,14.51,15.71,,,,,,,,,
12/8/2023,B-12,44.4254837,26.0910034,22.26,23.9,,,,,,,,,
12/9/2023,B-12,44.4254837,26.0910034,25.71,27.7,,,,,,,,,
12/10/2023,B-12,44.4254837,26.0910034,19.1,20.34,,,,,,,,,
12/11/2023,B-12,44.4254837,26.0910034,22.12,23.81,,,,,,,,,
12/12/2023,B-12,44.4254837,26.0910034,24.51,26.68,,,,,,,,,
12/13/2023,B-12,44.4254837,26.0910034,34.63,38,,,,,,,,,
12/14/2023,B-12,44.4254837,26.0910034,34.64,37.37,,,,,,,,,
12/15/2023,B-12,44.4254837,26.0910034,14.33,16.19,,,,,,,,,
12/16/2023,B-12,44.4254837,26.0910034,10.94,12.45,,,,,,,,,
12/17/2023,B-12,44.4254837,26.0910034,21.01,22.38,,,,,,,,,
12/18/2023,B-12,44.4254837,26.0910034,24.2,26.72,,,,,,,,,
12/19/2023,B-12,44.4254837,26.0910034,37.21,42.4,,,,,,,,,
12/20/2023,B-12,44.4254837,26.0910034,60.7,66.75,,,,,,,,,
12/21/2023,B-12,44.4254837,26.0910034,51.31,58.18,,,,,,,,,
12/22/2023,B-12,44.4254837,26.0910034,20.01,22.47,,,,,,,,,
12/23/2023,B-12,44.4254837,26.0910034,3.72,4.81,,,,,,,,,
12/24/2023,B-12,44.4254837,26.0910034,8.82,10.05,,,,,,,,,
12/25/2023,B-12,44.4254837,26.0910034,9.16,10.48,,,,,,,,,
12/26/2023,B-12,44.4254837,26.0910034,12.72,14.71,,,,,,,,,
12/27/2023,B-12,44.4254837,26.0910034,20.06,24.88,,,,,,,,,
12/28/2023,B-12,44.4254837,26.0910034,29.04,34.39,,,,,,,,,
12/29/2023,B-12,44.4254837,26.0910034,45.25,50,,,,,,,,,
12/30/2023,B-12,44.4254837,26.0910034,30.13,33.28,,,,,,,,,
12/31/2023,B-12,44.4254837,26.0910034,62.07,68.92,,,,,,,,,
1/1/2024,B-12,44.4254837,26.0910034,60.74,66.14,,,,,,,,,
1/2/2024,B-12,44.4254837,26.0910034,25.3,28.91,,,,,,,,,
1/3/2024,B-12,44.4254837,26.0910034,13.23,15.26,,,,,,,,,
1/4/2024,B-12,44.4254837,26.0910034,9.81,11.01,,,,,,,,,
1/5/2024,B-12,44.4254837,26.0910034,18.88,23.99,,,,,,,,,
1/6/2024,B-12,44.4254837,26.0910034,40.6,48.26,,,,,,,,,
1/7/2024,B-12,44.4254837,26.0910034,22.77,25.34,,,,,,,,,
1/8/2024,B-12,44.4254837,26.0910034,8.41,10.12,,,,,,,,,
1/9/2024,B-12,44.4254837,26.0910034,9.31,12.29,,,,,,,,,
1/10/2024,B-12,44.4254837,26.0910034,19.52,22.92,,,,,,,,,
1/11/2024,B-12,44.4254837,26.0910034,26.97,30.41,,,,,,,,,
1/12/2024,B-12,44.4254837,26.0910034,25.16,29.23,,,,,,,,,
1/13/2024,B-12,44.4254837,26.0910034,18.6,21.03,,,,,,,,,
1/14/2024,B-12,44.4254837,26.0910034,18.37,20.93,,,,,,,,,
1/15/2024,B-12,44.4254837,26.0910034,27.37,43.06,,,,,,,,,
1/16/2024,B-12,44.4254837,26.0910034,19.29,22.48,,,,,,,,,
1/17/2024,B-12,44.4254837,26.0910034,24.66,34.46,,,,,,,,,
1/18/2024,B-12,44.4254837,26.0910034,29.25,34.47,,,,,,,,,
1/19/2024,B-12,44.4254837,26.0910034,33.35,36.67,,,,,,,,,
1/20/2024,B-12,44.4254837,26.0910034,9.73,11.56,,,,,,,,,
1/21/2024,B-12,44.4254837,26.0910034,16.87,18.15,,,,,,,,,
1/22/2024,B-12,44.4254837,26.0910034,27.43,30.02,,,,,,,,,
1/23/2024,B-12,44.4254837,26.0910034,23.42,26.4,,,,,,,,,
1/24/2024,B-12,44.4254837,26.0910034,26.69,29.88,,,,,,,,,
1/25/2024,B-12,44.4254837,26.0910034,27.88,30.16,,,,,,,,,
1/26/2024,B-12,44.4254837,26.0910034,25.51,28.6,,,,,,,,,
1/27/2024,B-12,44.4254837,26.0910034,38.79,41.59,,,,,,,,,
1/28/2024,B-12,44.4254837,26.0910034,22.4,24.76,,,,,,,,,
1/29/2024,B-12,44.4254837,26.0910034,18.2,22.19,,,,,,,,,
1/30/2024,B-12,44.4254837,26.0910034,19.17,21.93,,,,,,,,,
1/31/2024,B-12,44.4254837,26.0910034,24.47,26.65,,,,,,,,,
2/1/2024,B-12,44.4254837,26.0910034,38.66,43.03,,,,,,,,,
2/2/2024,B-12,44.4254837,26.0910034,40.94,44.94,,,,,,,,,
2/3/2024,B-12,44.4254837,26.0910034,27.21,29.23,,,,,,,,,
2/4/2024,B-12,44.4254837,26.0910034,18.29,20.07,,,,,,,,,
2/5/2024,B-12,44.4254837,26.0910034,7.96,9.79,,,,,,,,,
2/6/2024,B-12,44.4254837,26.0910034,12.56,15.46,,,,,,,,,
2/7/2024,B-12,44.4254837,26.0910034,17.55,20.14,,,,,,,,,
2/8/2024,B-12,44.4254837,26.0910034,14.18,16.78,,,,,,,,,
2/9/2024,B-12,44.4254837,26.0910034,19.4,23.58,,,,,,,,,
2/10/2024,B-12,44.4254837,26.0910034,40.05,50.78,,,,,,,,,
2/11/2024,B-12,44.4254837,26.0910034,14.66,19.29,,,,,,,,,
2/12/2024,B-12,44.4254837,26.0910034,11.2,17.55,,,,,,,,,
2/13/2024,B-12,44.4254837,26.0910034,12.05,13.65,,,,,,,,,
2/14/2024,B-12,44.4254837,26.0910034,8.81,11.09,,,,,,,,,
2/15/2024,B-12,44.4254837,26.0910034,12.7,15.93,,,,,,,,,
2/16/2024,B-12,44.4254837,26.0910034,14.46,19.15,,,,,,,,,
2/17/2024,B-12,44.4254837,26.0910034,22.39,25.9,,,,,,,,,
2/18/2024,B-12,44.4254837,26.0910034,32.05,37.49,,,,,,,,,
2/19/2024,B-12,44.4254837,26.0910034,10.69,14.38,,,,,,,,,
2/20/2024,B-12,44.4254837,26.0910034,20.39,24.36,,,,,,,,,
2/21/2024,B-12,44.4254837,26.0910034,30.97,36.94,,,,,,,,,
2/22/2024,B-12,44.4254837,26.0910034,25.97,32.36,,,,,,,,,
2/23/2024,B-12,44.4254837,26.0910034,27.2,36.96,,,,,,,,,
2/24/2024,B-12,44.4254837,26.0910034,31.36,41.18,,,,,,,,,
2/25/2024,B-12,44.4254837,26.0910034,33.02,38.42,,,,,,,,,
2/26/2024,B-12,44.4254837,26.0910034,18.23,22.67,,,,,,,,,
2/27/2024,B-12,44.4254837,26.0910034,10.92,15.89,,,,,,,,,
2/28/2024,B-12,44.4254837,26.0910034,15.27,19.97,,,,,,,,,
2/29/2024,B-12,44.4254837,26.0910034,15.71,18.78,,,,,,,,,
3/1/2024,B-12,44.4254837,26.0910034,12.1,14.79,,,,,,,,,
3/2/2024,B-12,44.4254837,26.0910034,17.29,20.78,,,,,,,,,
3/3/2024,B-12,44.4254837,26.0910034,23.08,28.17,,,,,,,,,
3/4/2024,B-12,44.4254837,26.0910034,20.31,25.72,,,,,,,,,
3/5/2024,B-12,44.4254837,26.0910034,15.9,19.83,,,,,,,,,
3/6/2024,B-12,44.4254837,26.0910034,25.56,32.94,,,,,,,,,
3/7/2024,B-12,44.4254837,26.0910034,22.77,28.9,,,,,,,,,
3/8/2024,B-12,44.4254837,26.0910034,25.52,30.8,,,,,,,,,
3/9/2024,B-12,44.4254837,26.0910034,33.34,37.99,,,,,,,,,
3/10/2024,B-12,44.4254837,26.0910034,31.82,37.89,,,,,,,,,
3/11/2024,B-12,44.4254837,26.0910034,20.4,25.18,,,,,,,,,
3/12/2024,B-12,44.4254837,26.0910034,12.29,14.09,,,,,,,,,
3/13/2024,B-12,44.4254837,26.0910034,14.95,16.51,,,,,,,,,
3/14/2024,B-12,44.4254837,26.0910034,8.95,10.31,,,,,,,,,
3/15/2024,B-12,44.4254837,26.0910034,24.66,29.25,,,,,,,,,
3/16/2024,B-12,44.4254837,26.0910034,25.35,29.6,,,,,,,,,
3/17/2024,B-12,44.4254837,26.0910034,24.82,28.23,,,,,,,,,
3/18/2024,B-12,44.4254837,26.0910034,19.29,23.21,,,,,,,,,
3/19/2024,B-12,44.4254837,26.0910034,11.99,14.37,,,,,,,,,
3/20/2024,B-12,44.4254837,26.0910034,15.81,18.68,,,,,,,,,
3/21/2024,B-12,44.4254837,26.0910034,8.75,10.72,,,,,,,,,
3/22/2024,B-12,44.4254837,26.0910034,14.05,16.39,,,,,,,,,
3/23/2024,B-12,44.4254837,26.0910034,19.87,24.24,,,,,,,,,
3/24/2024,B-12,44.4254837,26.0910034,13.96,17.04,,,,,,,,,
3/25/2024,B-12,44.4254837,26.0910034,3.87,4.81,,,,,,,,,
3/26/2024,B-12,44.4254837,26.0910034,7.97,10.59,,,,,,,,,
3/27/2024,B-12,44.4254837,26.0910034,9.32,12.92,,,,,,,,,
3/28/2024,B-12,44.4254837,26.0910034,9.59,14.91,,,,,,,,,
3/29/2024,B-12,44.4254837,26.0910034,6.48,10.35,,,,,,,,,
3/30/2024,B-12,44.4254837,26.0910034,14.2,21.68,,,,,,,,,
3/31/2024,B-12,44.4254837,26.0910034,18.52,27.23,,,,,,,,,
4/1/2024,B-12,44.4254837,26.0910034,24.7,46.39,,,,,,,,,
4/2/2024,B-12,44.4254837,26.0910034,16.32,35.66,,,,,,,,,
4/3/2024,B-12,44.4254837,26.0910034,4.24,6.4,,,,,,,,,
4/4/2024,B-12,44.4254837,26.0910034,7.28,11.89,,,,,,,,,
4/5/2024,B-12,44.4254837,26.0910034,8.62,12.86,,,,,,,,,
4/6/2024,B-12,44.4254837,26.0910034,9.61,14.78,,,,,,,,,
