Date,Nume_Sectie,Latitudine,Longitudine,PM2.5,PM10,CO,NO,NO2,NOx,O3,RADIATIE_SOLARA,SO2,TEMPERATURA,UMIDITATE
7/10/2023,B-5,44.4194946,26.0336418,11.91,21.53,0.43,3.75,24.17,29.81,75.2,1353.71,3.22,26.26,-
7/11/2023,B-5,44.4194946,26.0336418,4.35,27.65,0.46,3.64,22.78,28.26,84.99,1139.52,3.29,26.79,-
7/12/2023,B-5,44.4194946,26.0336418,6.62,28.96,0.5,3.95,23.32,29.26,88.07,1404.68,3.34,26.61,-
7/13/2023,B-5,44.4194946,26.0336418,8.89,35.27,0.46,3.98,23.7,29.68,75.73,1413.95,3.84,30.26,-
7/14/2023,B-5,44.4194946,26.0336418,10.09,25.54,0.47,3.67,21.46,26.98,78.28,1603.58,3.21,27.13,-
7/15/2023,B-5,44.4194946,26.0336418,9.44,17.48,0.45,3.88,20.15,25.99,81.72,1318.36,3.22,27.47,-
7/16/2023,B-5,44.4194946,26.0336418,8.12,18.75,0.44,3.35,19.37,24.41,84.05,1597.38,3.15,28.8,-
7/17/2023,B-5,44.4194946,26.0336418,9.49,27.23,0.46,5.1,29.54,37.21,86.87,1415.28,3.51,29.65,-
7/18/2023,B-5,44.4194946,26.0336418,9.71,26.34,0.42,4.22,23.8,30.15,78.79,1613.53,3.71,29.81,-
7/19/2023,B-5,44.4194946,26.0336418,10.15,23.92,0.4,4.08,22.12,28.25,83.37,1551.82,3.87,28.98,-
7/20/2023,B-5,44.4194946,26.0336418,9.37,29.07,0.45,3.37,20.38,25.46,73.37,1012.32,3.69,27.1,-
7/21/2023,B-5,44.4194946,26.0336418,9.99,21.51,0.44,4.22,22.67,29.01,79.62,1537.15,3.88,27.36,-
7/22/2023,B-5,44.4194946,26.0336418,10.9,16.81,0.41,3.09,13.15,17.8,89.19,1874.17,3.66,27.18,-
7/23/2023,B-5,44.4194946,26.0336418,12.49,14.2,0.45,3.49,18.32,23.58,69.85,1546.94,3.42,25.04,-
7/24/2023,B-5,44.4194946,26.0336418,11.95,16.43,0.43,3.72,18.33,23.92,84.82,1535.97,3.65,27.1,-
7/25/2023,B-5,44.4194946,26.0336418,12.3,32.15,0.5,6.24,35.1,44.48,62.57,1383.52,4.27,29.72,-
7/26/2023,B-5,44.4194946,26.0336418,12.485,47.99,-,-,-,-,-,408.05,-,28.72,-
7/27/2023,B-5,44.4194946,26.0336418,12.67,-,-,-,-,-,-,-,-,-,-
7/28/2023,B-5,44.4194946,26.0336418,18.78,-,-,-,-,-,-,-,-,-,-
7/29/2023,B-5,44.4194946,26.0336418,8.81,-,-,-,-,-,-,-,-,-,-
7/30/2023,B-5,44.4194946,26.0336418,10.99,-,-,-,-,-,-,-,-,-,-
7/31/2023,B-5,44.4194946,26.0336418,16.33,-,-,-,-,-,-,-,-,-,-
8/1/2023,B-5,44.4194946,26.0336418,15.58,-,-,-,-,-,-,-,-,-,-
8/2/2023,B-5,44.4194946,26.0336418,13.02,-,-,-,-,-,-,-,-,-,-
8/3/2023,B-5,44.4194946,26.0336418,16.23,-,-,-,-,-,-,-,-,-,-
8/4/2023,B-5,44.4194946,26.0336418,12.81,-,-,-,-,-,-,-,-,-,-
8/5/2023,B-5,44.4194946,26.0336418,22.41,-,-,-,-,-,-,-,-,-,-
8/6/2023,B-5,44.4194946,26.0336418,17.63,-,-,-,-,-,-,-,-,-,-
8/7/2023,B-5,44.4194946,26.0336418,22.59,5.46,0.4,1.56,12.14,14.48,73.41,1206.2,5.98,26.76,38
8/8/2023,B-5,44.4194946,26.0336418,14.52,7.61,0.33,2.5,16.77,20.53,48.87,1503.46,5.93,19.63,77
8/9/2023,B-5,44.4194946,26.0336418,11.34,12.28,0.36,4.04,27.33,33.41,48.27,1437.66,6.54,21.15,60
8/10/2023,B-5,44.4194946,26.0336418,8.16,17.37,0.37,3.69,23.58,29.13,61,1244.3,6.63,22.46,59
8/11/2023,B-5,44.4194946,26.0336418,10.02,16.13,0.37,1.82,17.92,20.65,67.36,808.7,6.57,23.21,60
8/12/2023,B-5,44.4194946,26.0336418,7.82,20.29,0.39,1.95,16.61,19.55,76.86,1560.21,7.02,24.63,53
8/13/2023,B-5,44.4194946,26.0336418,8.2,20.48,0.39,1.46,19.33,21.52,76.78,1553.53,6.88,25.16,50
8/14/2023,B-5,44.4194946,26.0336418,12.67,21.07,0.4,2.33,21.86,25.36,74.71,1344.06,6.48,25.66,71
8/15/2023,B-5,44.4194946,26.0336418,10.85,29.19,0.44,2.26,15.16,18.56,86.67,1446.75,6.96,26.04,-
8/16/2023,B-5,44.4194946,26.0336418,13.74,30.15,0.45,2.73,22.7,26.8,79.53,1256.3,6.88,27.13,-
8/17/2023,B-5,44.4194946,26.0336418,11.31,28.54,0.45,2.95,27.74,32.17,69.04,1124.5,6.88,27.57,-
8/18/2023,B-5,44.4194946,26.0336418,14.34,35.88,0.48,3,29.48,33.99,-,833.04,6.82,27.99,-
8/19/2023,B-5,44.4194946,26.0336418,7.92,30.33,0.45,1.79,21.97,24.66,-,1533.15,7.06,27.99,-
8/20/2023,B-5,44.4194946,26.0336418,13.03,29.14,0.43,1.38,24.56,26.64,-,1497,6.71,28.32,-
8/21/2023,B-5,44.4194946,26.0336418,12.88,26.76,0.42,2.14,30.17,33.39,69.58,1090.47,6.81,29.07,-
8/22/2023,B-5,44.4194946,26.0336418,10.63,33.61,0.42,1.9,28.66,31.52,73.7,1462.65,6.52,29.97,-
8/23/2023,B-5,44.4194946,26.0336418,13.855,31.87,0.44,2.02,25.4,28.43,86.82,1337.28,6.74,30.27,-
8/24/2023,B-5,44.4194946,26.0336418,17.08,27.8,0.38,2.3,19.99,23.45,84.66,1559.24,6.47,28.88,-
8/25/2023,B-5,44.4194946,26.0336418,11.52,28.09,0.43,2.15,26.51,29.75,81.34,1474.51,6.26,27.56,-
8/26/2023,B-5,44.4194946,26.0336418,10.68,34.52,0.43,2.37,29.5,33.06,74.75,1511.93,6.44,29.19,-
8/27/2023,B-5,44.4194946,26.0336418,11.2,20.88,0.36,1.53,17.99,20.29,73.93,1734.6,6.48,28.41,-
8/28/2023,B-5,44.4194946,26.0336418,15.58,28.89,0.36,3.01,28.78,33.31,68.18,1637.85,6.61,28.05,-
8/29/2023,B-5,44.4194946,26.0336418,13.02,35.25,0.36,3.98,25.8,31.79,69.7,1645.53,6.63,29.13,-
8/30/2023,B-5,44.4194946,26.0336418,15.6,33.71,0.37,2.29,15.65,19.09,78.82,1631.4,6.57,26.76,-
8/31/2023,B-5,44.4194946,26.0336418,13.38,16.54,0.35,1.2,12.7,14.51,74.48,1765.2,6.63,25.11,-
9/1/2023,B-5,44.4194946,26.0336418,14.2,23.2,0.4,9.79,25.71,40.42,61.27,1766.3,6.64,24.54,-
9/2/2023,B-5,44.4194946,26.0336418,16.38,19.4,0.39,1.92,24.27,27.16,63.28,1753.52,6.48,24.65,-
9/3/2023,B-5,44.4194946,26.0336418,17.68,16.78,0.38,1.18,19.03,20.81,63.86,1859.55,6.82,24.25,-
9/4/2023,B-5,44.4194946,26.0336418,18.05,13.06,0.36,3.57,15.3,20.67,55.24,1449.74,6.28,20.36,-
9/5/2023,B-5,44.4194946,26.0336418,16.82,19.29,0.37,2.81,14.58,18.81,73.68,1398.6,6.3,22.51,-
9/6/2023,B-5,44.4194946,26.0336418,12.94,19.86,0.4,3.26,20.82,25.72,70.28,1731.61,6.48,23.04,-
9/7/2023,B-5,44.4194946,26.0336418,9.06,21.84,0.39,2.9,20.49,24.86,73.43,1969.81,6.78,23.28,-
9/8/2023,B-5,44.4194946,26.0336418,7.02,21.91,0.38,4.34,23.89,30.41,56.42,1947.18,6.61,22.78,-
9/9/2023,B-5,44.4194946,26.0336418,6.82,23.18,0.41,3.54,23.64,28.97,58.81,1927.75,6.85,21.81,-
9/10/2023,B-5,44.4194946,26.0336418,9.78,24.85,0.39,2.56,17.05,20.9,60.86,1539.64,6.72,22.29,-
9/11/2023,B-5,44.4194946,26.0336418,6.25,23.44,0.41,3.4,24.69,29.8,51.39,1927.97,6.6,20.6,-
9/12/2023,B-5,44.4194946,26.0336418,13.51,41.32,0.47,6.95,31.15,41.59,59.33,1842.97,7.11,22.27,-
9/13/2023,B-5,44.4194946,26.0336418,11.71,38.75,0.51,14.37,34.36,55.98,56.33,1712.14,7.02,23.54,-
9/14/2023,B-5,44.4194946,26.0336418,13.09,46.32,0.47,7.83,27.64,39.41,61.59,1508.15,8.39,24.9,-
9/15/2023,B-5,44.4194946,26.0336418,15.65,42.78,0.49,4.12,25.07,31.27,58.32,1360.15,7.41,23.94,-
9/16/2023,B-5,44.4194946,26.0336418,10.3,25.44,0.45,3.18,13.75,18.53,53.64,899.36,6.43,21.3,-
9/17/2023,B-5,44.4194946,26.0336418,9.56,19.99,0.46,2.21,15.13,18.45,66.31,1382.97,6.46,21.39,-
9/18/2023,B-5,44.4194946,26.0336418,8.98,22.52,0.48,3.38,26.89,31.96,66.44,1853.35,6.55,20.51,-
9/19/2023,B-5,44.4194946,26.0336418,7.34,23.56,0.47,3.13,24.94,29.64,69.07,1291.97,6.37,19.94,-
9/20/2023,B-5,44.4194946,26.0336418,9.315,29.01,0.51,4.14,28.66,34.89,49.77,1919.51,6.79,20.79,-
9/21/2023,B-5,44.4194946,26.0336418,11.29,40.52,0.44,7.1,42.46,53.14,50.28,1756.39,5.11,21.92,-
9/22/2023,B-5,44.4194946,26.0336418,11.36,43.3,0.41,17.29,46.31,72.32,39.72,1865.91,3.45,23.29,-
9/23/2023,B-5,44.4194946,26.0336418,11.97,46.98,0.37,11.21,41.44,58.3,45.82,1854.52,3.39,24.93,-
9/24/2023,B-5,44.4194946,26.0336418,7.29,26.25,0.28,4,14.37,20.38,71.78,1878.01,3.06,24.44,-
9/25/2023,B-5,44.4194946,26.0336418,5.75,40.06,0.26,5.6,18.99,27.41,64.33,1454.47,3.08,23.64,-
9/26/2023,B-5,44.4194946,26.0336418,10.54,46.76,0.24,5.06,19.2,26.81,66.28,2070.41,3.44,23.1,-
9/27/2023,B-5,44.4194946,26.0336418,10.15,40.15,0.26,5.31,20.95,28.94,66.71,1649.81,3.61,22.57,-
9/28/2023,B-5,44.4194946,26.0336418,6.45,39.81,0.28,5.89,27.26,36.12,55.96,1545.49,3.98,21.82,-
9/29/2023,B-5,44.4194946,26.0336418,8.66,44.74,0.3,5.68,32.66,41.2,53.17,1703.39,4.94,21.75,-
9/30/2023,B-5,44.4194946,26.0336418,12.53,41.62,0.36,7.16,37.61,48.38,55.49,1986.15,4.18,21.42,-
10/1/2023,B-5,44.4194946,26.0336418,13.06,35.64,0.35,5.51,29.29,37.57,63.55,964.67,3.8,20.77,-
10/2/2023,B-5,44.4194946,26.0336418,6.91,25.69,0.33,5.56,22.2,30.56,56.14,1594.84,3.51,18.24,-
10/3/2023,B-5,44.4194946,26.0336418,12.63,39.85,0.4,10.73,36.55,52.69,45.21,1741.61,3.45,17.03,-
10/4/2023,B-5,44.4194946,26.0336418,11.065,44.67,0.44,17.94,38.31,65.29,56.3,1870.3,4.77,18.72,99
10/5/2023,B-5,44.4194946,26.0336418,9.5,38.35,0.45,22.92,38.48,72.94,49,1492.89,3.73,20,-
10/6/2023,B-5,44.4194946,26.0336418,12.66,42.91,0.41,7.88,41.26,53.11,38.19,1017.43,3.43,18.63,-
10/7/2023,B-5,44.4194946,26.0336418,12.89,38.19,0.37,3.62,20.29,25.74,64.6,1946.86,4.02,17.64,-
10/8/2023,B-5,44.4194946,26.0336418,13.3,36.17,0.31,3.41,11.33,16.46,64.03,1230.11,5.07,16.64,-
10/9/2023,B-5,44.4194946,26.0336418,4.46,20.44,0.26,6.17,24.36,33.65,48.72,1633.05,3.54,12.62,-
10/10/2023,B-5,44.4194946,26.0336418,8.8,32.78,0.35,11.43,28.16,45.34,43.82,1785.58,3.91,13.92,-
10/11/2023,B-5,44.4194946,26.0336418,10.65,38.79,0.41,28.18,41.13,83.51,39.7,1767.11,4.34,12.61,-
10/12/2023,B-5,44.4194946,26.0336418,13.64,49.01,0.42,14.31,39.59,61.11,42.53,1662.21,3.86,14.7,-
10/13/2023,B-5,44.4194946,26.0336418,17.2,60.6,0.61,43.84,50.65,116.58,33.97,1034.22,4.27,16.68,-
10/14/2023,B-5,44.4194946,26.0336418,19.86,62.2,0.75,63.09,56.86,151.76,30.56,1485.04,4.07,17.78,-
10/15/2023,B-5,44.4194946,26.0336418,15.11,42.11,0.49,8.5,30.63,43.41,52.72,1391.35,4.45,18.51,-
10/16/2023,B-5,44.4194946,26.0336418,4.66,14.38,0.35,7.38,25.24,36.34,36.45,1733.61,3.04,11.67,-
10/17/2023,B-5,44.4194946,26.0336418,5.49,19.29,0.34,16.76,36.61,61.82,29.85,1081.65,3.56,10.28,-
10/18/2023,B-5,44.4194946,26.0336418,11.095,24.66,0.39,17.37,35.92,62.05,33.67,994.6,3.52,11.94,-
10/19/2023,B-5,44.4194946,26.0336418,16.7,39.13,0.57,50.79,46.13,122.52,27.51,1352.02,5.97,12.07,-
10/20/2023,B-5,44.4194946,26.0336418,18.68,49.38,0.7,48.56,52.83,125.86,24.92,933.09,4.89,16.28,-
10/21/2023,B-5,44.4194946,26.0336418,21.4,61.05,0.82,64.16,48.9,145.4,26.38,1256.14,4.39,19.54,-
10/22/2023,B-5,44.4194946,26.0336418,15.83,46.69,0.54,13.5,36.34,56.65,31.25,1095.31,3.77,19.9,-
10/23/2023,B-5,44.4194946,26.0336418,16.08,48.26,0.56,12.56,40.81,59.7,30.36,759.27,4.02,18.22,-
10/24/2023,B-5,44.4194946,26.0336418,13.27,-,0.74,41.45,53.94,116.28,25.49,923.86,4.19,16.51,-
10/25/2023,B-5,44.4194946,26.0336418,16.97,47.38,0.55,19.88,38.39,68.28,40.73,1149.26,5.21,18.59,-
10/26/2023,B-5,44.4194946,26.0336418,10.17,35.18,0.49,10.01,29.79,44.85,36.98,1296.46,3.64,18.4,-
10/27/2023,B-5,44.4194946,26.0336418,16.27,37.65,0.56,25.51,37.56,75.93,25.41,882.67,4.03,17.44,-
10/28/2023,B-5,44.4194946,26.0336418,6.28,15.55,0.44,3.8,16.36,22.08,54.04,1175.98,4.48,18.47,-
10/29/2023,B-5,44.4194946,26.0336418,10.16,25.08,0.59,10.83,32.1,48.39,40.17,1080.38,4.16,16.12,-
10/30/2023,B-5,44.4194946,26.0336418,17.53,43.27,0.88,80.59,64.58,185.79,28.29,1013.23,5.06,15.89,-
10/31/2023,B-5,44.4194946,26.0336418,21.07,60.1,0.93,84.61,70.16,197.41,24.64,979.32,6.12,15.93,-
11/1/2023,B-5,44.4194946,26.0336418,13.61,30.85,0.59,17,29.82,55.38,43.78,1077.91,3.99,16,-
11/2/2023,B-5,44.4194946,26.0336418,6.15,22.28,0.56,11.16,31.74,48.53,23.08,752.35,3.43,12.61,-
11/3/2023,B-5,44.4194946,26.0336418,9.31,26.8,0.64,16.54,39.98,64.86,18.98,1004.89,3.6,14.11,-
11/4/2023,B-5,44.4194946,26.0336418,7.34,18.75,0.68,12.34,27.92,46.48,22.41,256.91,3.1,14.24,-
11/5/2023,B-5,44.4194946,26.0336418,4.56,12.96,0.6,13.08,25.45,45.12,40.85,1036.62,3.32,13.48,-
11/6/2023,B-5,44.4194946,26.0336418,3.09,11.49,0.55,4.29,20.29,26.74,48.69,1078.94,4.03,14.42,-
11/7/2023,B-5,44.4194946,26.0336418,9.68,36.45,0.85,60.94,54.77,146.43,15.31,1113.42,4.39,13.41,-
11/8/2023,B-5,44.4194946,26.0336418,12.89,35.18,0.8,37.73,30.85,87.6,22.2,529.57,3.9,11.25,-
11/9/2023,B-5,44.4194946,26.0336418,12.33,26.37,0.63,40.55,38.69,99.68,21.58,1163.91,3.93,8.14,-
11/10/2023,B-5,44.4194946,26.0336418,14.5,28.89,0.75,44.28,49.17,115.77,17.53,849.76,4.14,9.18,-
11/11/2023,B-5,44.4194946,26.0336418,9.03,16.61,0.65,10.07,28.99,44.14,26.54,473,3.59,10.94,-
11/12/2023,B-5,44.4194946,26.0336418,7.3,6.47,0.45,3.56,12.45,17.8,51.68,1317.56,4.54,8.32,-
11/13/2023,B-5,44.4194946,26.0336418,5.81,22.21,0.59,19.12,41.5,70.26,20.6,1386.44,4.38,6.76,-
11/14/2023,B-5,44.4194946,26.0336418,14.07,25.6,0.62,7.4,26.88,38,33.97,1251.14,4.71,10.12,-
11/15/2023,B-5,44.4194946,26.0336418,8.995,14.16,0.63,7.19,22.67,33.48,33.03,613.21,4.79,12,-
11/16/2023,B-5,44.4194946,26.0336418,3.92,14.29,0.57,12.33,26.4,44.95,33.32,1161.65,3.81,10.15,-
11/17/2023,B-5,44.4194946,26.0336418,12,29.85,0.61,28.48,38.29,81.12,9.85,477.14,4.42,6.8,-
11/18/2023,B-5,44.4194946,26.0336418,6.72,13.67,0.5,5.48,20.64,28.88,23.1,226.7,3.54,6.09,-
11/19/2023,B-5,44.4194946,26.0336418,4.22,9.97,0.53,7.34,21.26,32.3,27.18,1173.25,4.07,5.5,-
11/20/2023,B-5,44.4194946,26.0336418,17.09,35.83,0.8,44.99,38.34,106.01,16.96,883.64,4.6,3.79,-
11/21/2023,B-5,44.4194946,26.0336418,16.48,33.63,0.79,37.77,41.09,97.9,17.77,972.47,7.07,7.93,-
11/22/2023,B-5,44.4194946,26.0336418,13.42,24.21,0.61,10.57,26.3,42.2,21.32,198.76,4.3,7.42,-
11/23/2023,B-5,44.4194946,26.0336418,11.26,19.02,0.54,10.33,19.31,34.84,19.77,993.57,4.43,4.37,-
11/24/2023,B-5,44.4194946,26.0336418,6.78,11.58,0.62,5.99,20.35,29.36,27.47,813.23,6.42,7.34,-
11/25/2023,B-5,44.4194946,26.0336418,3.57,8.28,0.51,6.99,23.15,33.66,40.41,188.23,3.57,4.63,-
11/26/2023,B-5,44.4194946,26.0336418,3.52,5.47,0.44,3.79,16.03,21.73,50.77,578.4,3.5,1.62,-
11/27/2023,B-5,44.4194946,26.0336418,4.33,9.89,0.43,4.72,18.4,25.49,42.78,1278.54,4.73,0.99,-
11/28/2023,B-5,44.4194946,26.0336418,5.9,27.48,0.68,38.37,54.18,111.89,14.31,502.61,4.71,2.35,-
11/29/2023,B-5,44.4194946,26.0336418,10.455,14.1,0.55,5.66,17.94,26.46,32.06,825.8,5.54,4.09,-
11/30/2023,B-5,44.4194946,26.0336418,15.01,32.79,0.69,25.81,35.89,74.7,17.48,1085,5.63,1.08,-
12/1/2023,B-5,44.4194946,26.0336418,23.91,45.08,0.98,37.69,41.68,98.36,19.25,676.1,5.09,4.69,-
12/2/2023,B-5,44.4194946,26.0336418,31.83,62.31,1.28,57.07,53.56,139.4,10.43,552.18,5.04,8.75,-
12/3/2023,B-5,44.4194946,26.0336418,12.39,24.49,0.7,5.25,18.64,26.54,31.18,202.33,4.27,7.03,-
12/4/2023,B-5,44.4194946,26.0336418,9.77,21.51,0.6,18.69,31.13,59.23,23.28,812.4,4.25,1.34,-
12/5/2023,B-5,44.4194946,26.0336418,12.19,30.69,0.72,23.19,40.85,75.72,8.96,474.86,4.24,1.6,-
12/6/2023,B-5,44.4194946,26.0336418,5.84,18.11,0.67,12.48,28.19,46.96,21.76,721.13,3.83,4.82,-
12/7/2023,B-5,44.4194946,26.0336418,6.18,13.55,0.61,12.46,27.62,46.35,21.54,225.36,3.64,0.18,-
12/8/2023,B-5,44.4194946,26.0336418,9.74,21.74,0.68,13.8,30.03,50.78,14.61,318.21,4.03,-0.23,-
12/9/2023,B-5,44.4194946,26.0336418,17.62,28.19,0.75,10.6,26.73,42.67,15.97,210.75,4.05,-0.45,-
12/10/2023,B-5,44.4194946,26.0336418,10.66,17.74,0.62,4.32,16.25,22.75,40.38,219.89,3.82,0.47,-
12/11/2023,B-5,44.4194946,26.0336418,13.28,24.24,0.7,8.26,22.63,35.04,25.39,353.71,5.03,0.99,-
12/12/2023,B-5,44.4194946,26.0336418,15.84,26.24,0.81,11.37,26.39,43.48,22.26,949.39,5.87,3.07,-
12/13/2023,B-5,44.4194946,26.0336418,19.68,35.28,1.05,50.65,41.31,117.48,8.03,500.51,4.76,3.24,-
12/14/2023,B-5,44.4194946,26.0336418,23.52,40.98,1.34,79.46,38.56,158.07,10.55,392.61,5.25,4.48,-
12/15/2023,B-5,44.4194946,26.0336418,6.6,14.03,0.74,11.56,29.54,46.92,26.62,186.23,4.75,3.87,-
12/16/2023,B-5,44.4194946,26.0336418,5.44,15.28,0.68,6.62,22.8,32.76,33.15,577.59,4,2.54,-
12/17/2023,B-5,44.4194946,26.0336418,12.96,22.77,0.76,6.08,18.92,28.06,22.25,793.04,4.94,0.13,-
12/18/2023,B-5,44.4194946,26.0336418,15.9,25.49,0.84,11.94,27.67,45.62,24.01,1102.97,5.55,2.71,-
12/19/2023,B-5,44.4194946,26.0336418,24.31,45.81,1.08,34.74,44.62,96.86,13.84,1017.62,6.15,3.59,-
12/20/2023,B-5,44.4194946,26.0336418,42.72,64.67,1.25,57,48.12,133.85,12.74,725.93,5.65,3.41,-
12/21/2023,B-5,44.4194946,26.0336418,33.22,-,1.06,25.12,36.86,74.64,18.26,960.94,6.02,3.61,-
12/22/2023,B-5,44.4194946,26.0336418,14.17,20.38,0.82,6.1,20.41,29.59,35.86,734.54,5.01,3.03,-
12/23/2023,B-5,44.4194946,26.0336418,7.1,4.91,0.62,4.15,13.79,20.03,61.68,699.03,5.21,4.72,-
12/24/2023,B-5,44.4194946,26.0336418,4.58,13.05,0.75,6.17,20.1,29.38,41.39,828.97,6.03,4.91,-
12/25/2023,B-5,44.4194946,26.0336418,4.29,14.85,0.82,3.57,11.89,17.26,52.93,980.47,8.05,10.14,-
12/26/2023,B-5,44.4194946,26.0336418,8.21,22.21,0.87,4.18,17.39,23.67,45.56,1063.4,6.99,10.69,-
12/27/2023,B-5,44.4194946,26.0336418,20.77,34.14,1.01,39.24,35.42,94.44,27.79,1039.18,5.77,8.57,-
12/28/2023,B-5,44.4194946,26.0336418,33.33,40.84,1.06,33.5,43.75,94.13,16.77,1022.33,4.8,5.73,-
12/29/2023,B-5,44.4194946,26.0336418,29.98,45.72,1.1,20.95,31.8,63.31,27.89,1024.31,7.19,5.29,-
12/30/2023,B-5,44.4194946,26.0336418,21.31,37.06,1.04,19.19,31.01,59.87,28.78,991.42,6.17,5.46,-
12/31/2023,B-5,44.4194946,26.0336418,41.55,62.3,1.47,44.04,52.83,119.06,14.04,1003.69,5.82,5.7,-
1/1/2024,B-5,44.4194946,26.0336418,40.96,91.28,1.16,12.57,26.81,45.72,31.13,909.75,5.54,4.98,-
1/2/2024,B-5,44.4194946,26.0336418,18.28,32.83,1.06,21.22,27.01,58.92,29.2,909.66,5.4,5.68,-
1/3/2024,B-5,44.4194946,26.0336418,8.26,20.16,0.92,18.72,26.74,54.57,28.16,391.45,4.62,4.89,-
1/4/2024,B-5,44.4194946,26.0336418,5.7,12.26,0.93,8.84,20.05,33.35,37.33,791.7,4.63,7.4,-
1/5/2024,B-5,44.4194946,26.0336418,6.74,26.13,1.1,28.76,31.67,74.92,37.23,1128.17,5.79,7.95,-
1/6/2024,B-5,44.4194946,26.0336418,30.82,62.12,1.62,69.15,63.03,167.03,12,770.23,6.24,7.57,-
1/7/2024,B-5,44.4194946,26.0336418,16.52,23.67,1.02,8.28,23.09,35.54,19.53,307.99,4.26,5.58,-
1/8/2024,B-5,44.4194946,26.0336418,4.14,9.9,0.84,7.14,18.67,29.41,36.07,403.94,4.11,-0.56,-
1/9/2024,B-5,44.4194946,26.0336418,5.58,13.49,0.74,7.11,22.49,33.19,49.16,421.22,4.53,-4.05,-
1/10/2024,B-5,44.4194946,26.0336418,11.47,24.79,0.84,6.36,21.97,31.53,40.97,1197.1,5.54,-3.64,-
1/11/2024,B-5,44.4194946,26.0336418,17.36,29.06,0.81,5.24,20.84,28.72,48.29,1289.15,6.35,-3.54,-
1/12/2024,B-5,44.4194946,26.0336418,16.14,30.71,0.58,9.35,28.29,42.36,34.41,573.64,6.9,-2.7,-
1/13/2024,B-5,44.4194946,26.0336418,9.68,21.16,0.49,5.1,20.07,27.73,47.09,1237.76,5.67,-2.53,-
1/14/2024,B-5,44.4194946,26.0336418,11.51,18.33,0.51,4.5,17.84,24.6,45.2,1204.38,7.56,-1.09,-
1/15/2024,B-5,44.4194946,26.0336418,17.12,46.05,0.99,84.73,54.27,181.7,30.88,930.93,8.79,1.89,-
1/16/2024,B-5,44.4194946,26.0336418,11.22,31.39,0.72,15.29,28.51,51.51,41.85,1388.33,6.04,3.31,-
1/17/2024,B-5,44.4194946,26.0336418,15.33,37.21,0.83,44.63,60,127.12,12.96,830.13,7.26,0.86,-
1/18/2024,B-5,44.4194946,26.0336418,18.73,36.52,0.88,17.11,48.49,74.23,16.5,586.15,6.18,4.9,-
1/19/2024,B-5,44.4194946,26.0336418,23.91,28.04,0.88,9.44,26.77,40.97,26.69,792.77,6.44,5.41,-
1/20/2024,B-5,44.4194946,26.0336418,4.09,10.46,0.58,5.72,23.29,31.89,58.53,219.02,4.12,-0.73,-
1/21/2024,B-5,44.4194946,26.0336418,3.5,15.48,0.55,3.93,17.85,23.76,59.41,672.4,4.45,-4.14,-
1/22/2024,B-5,44.4194946,26.0336418,8.13,23.29,0.68,7.46,28.71,39.93,49.31,1329.59,4.4,-6.8,-
1/23/2024,B-5,44.4194946,26.0336418,12.76,23.77,0.67,6.13,28.9,38.12,49.58,671.3,4.6,-7.09,-
1/24/2024,B-5,44.4194946,26.0336418,16.09,32.83,0.71,5.06,21.46,29.07,52.82,804.76,5.45,-4.37,-
1/25/2024,B-5,44.4194946,26.0336418,18.61,34.03,0.91,23.61,41.84,77.35,35.13,1298.83,6.78,0.95,-
1/26/2024,B-5,44.4194946,26.0336418,13.16,34.03,0.97,42.93,51.26,115.82,27.2,1042.91,5.55,2.62,-
1/27/2024,B-5,44.4194946,26.0336418,26.23,34.03,1.1,32.64,47.01,96.1,20.2,650.55,5.09,0.76,-
1/28/2024,B-5,44.4194946,26.0336418,14.84,34.03,0.86,14.47,41.53,63.3,26.9,678.32,4.72,1.82,-
1/29/2024,B-5,44.4194946,26.0336418,11.98,34.03,0.83,20.12,42.44,72.7,26.62,1263.78,4.72,0.91,-
1/30/2024,B-5,44.4194946,26.0336418,13.76,22.54,0.79,10.8,33.84,50.09,39.94,1451.89,5.21,0.34,-
1/31/2024,B-5,44.4194946,26.0336418,15.74,27.44,0.84,11.34,30.78,47.82,41.43,1721.09,6.92,0.63,-
2/1/2024,B-5,44.4194946,26.0336418,18.81,43.36,1.05,23.97,43.37,79.41,33.84,1725.36,8.14,1.28,-
2/2/2024,B-5,44.4194946,26.0336418,24.92,45.47,1.01,16.38,43.66,68.29,22.85,458.74,6.36,2.31,-
2/3/2024,B-5,44.4194946,26.0336418,19.53,25.62,0.93,9.63,29.17,43.65,31.07,1680.11,6.55,3.01,-
2/4/2024,B-5,44.4194946,26.0336418,11.74,18.44,0.86,6.31,21.72,31.22,35.43,1161.41,5.74,6.07,-
2/5/2024,B-5,44.4194946,26.0336418,11.985,10.43,0.82,4.2,14.73,21.05,56.21,1702.08,6.73,11.1,-
2/6/2024,B-5,44.4194946,26.0336418,12.23,22.26,0.89,6.48,23.48,33.23,51.81,1805.51,7.08,12.76,-
2/7/2024,B-5,44.4194946,26.0336418,16.67,27.28,0.9,6.07,19.43,28.56,55.67,1731.59,10.54,10.62,-
2/8/2024,B-5,44.4194946,26.0336418,13.85,25.34,0.91,5.63,22.48,30.88,48.84,1728.02,8.47,10.88,-
2/9/2024,B-5,44.4194946,26.0336418,18.12,34.97,0.97,12.08,31.56,49.72,40.19,1590.07,6.66,9.95,-
